	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d
2453	1.49874	2.73014	-0.92523	26.54920	7.21145	3.43603	2.74505	-10.36239	5.02958	36.86188	9.38274	4.33299	-0.15571	3.31725	-0.97687	7.55827	0.12732	0.98544	31.57026	-20.77905	11.45781	16.95989	-17.61516	4.80027	2.50403	4.56162	-1.17736	1.35374	-1.92516	1.23033	1.88232	0.29657	-0.22326	1.18136	-0.82740	0.41372	0.10198	0.06094	-0.00364	-0.06496	-0.06014	-0.16866
2454	3.08768	3.56693	-0.60251	26.74948	7.46165	3.66465	6.09489	-9.91213	6.51002	38.35451	11.58876	6.19416	-0.32022	6.01927	-1.31623	6.89917	0.28184	0.94166	41.78027	-18.54802	12.36478	22.37538	-17.73058	-11.10127	8.28890	1.59126	-6.57501	-2.63052	-1.64463	-1.31339	3.14247	-0.71860	-1.89754	1.57799	-0.79472	-0.01608	0.10340	-0.03311	-0.28955	-0.02232	0.05631	-0.13653
2455	4.20683	4.64642	-0.38291	24.50169	9.80585	4.11833	2.20470	-10.48469	7.34367	30.46920	20.91492	10.54235	-0.63936	9.57387	-1.81728	5.96169	0.44479	0.83826	28.78480	-4.46015	16.70809	38.18120	-19.96740	-16.95311	8.19501	1.18448	-6.56805	-6.09740	-2.38564	-2.19977	3.68912	-1.06452	-2.44862	1.84097	-0.64779	-0.12415	0.36615	-0.04728	-0.43405	0.15386	0.13735	0.10603
2456	5.24813	6.91892	-1.12067	20.67247	12.25995	4.28380	-3.65758	-6.09888	4.08211	18.11622	32.13959	14.09051	-1.04360	13.62800	-2.69779	5.00159	0.53693	0.64182	3.44223	21.23883	17.62874	53.61446	-25.27495	-13.13255	3.02700	3.36379	-1.82625	-6.56403	-2.82371	-1.44125	2.90956	-0.38202	-1.45800	2.08206	-0.76998	0.42454	0.57863	0.03827	-0.34370	0.37832	0.05185	0.36262
2457	6.42837	10.35322	-2.82832	18.57124	13.75328	4.29652	-3.07448	3.06176	-2.12826	13.18270	38.71798	14.80407	-1.33673	17.78642	-3.98323	4.34096	0.74126	0.58752	-5.71292	44.89981	13.03377	64.34756	-28.83527	-6.20262	-2.49754	5.66009	3.20328	-3.88257	-3.75532	0.13717	1.58614	0.48798	-0.15501	2.61382	-1.59254	0.88392	0.49901	0.09991	-0.18108	0.53388	-0.20165	0.39460
2458	7.07170	13.90887	-4.52881	18.49023	13.61133	4.38526	3.74264	10.13363	-6.28492	18.35975	33.64710	12.23536	-1.42822	22.04929	-5.47997	3.82224	1.15590	0.83119	10.28329	46.07156	4.79340	62.09354	-26.26708	2.56839	-4.69876	6.69358	5.30450	-0.04541	-5.42236	2.45485	0.87544	0.86896	0.48321	3.00800	-2.40819	1.11113	0.24281	0.09285	-0.06364	0.48196	-0.36786	0.25955
2459	7.59561	16.92394	-5.59236	17.83842	11.97406	4.38862	11.53191	12.94077	-6.22777	25.76994	20.99181	8.91612	-1.30266	26.63871	-6.94600	3.12866	1.53108	1.13284	35.07663	29.29186	-2.29462	39.07684	-26.85069	15.88554	-3.99497	6.96241	4.94524	2.71800	-6.50756	4.57863	0.68946	0.96989	0.80955	2.81719	-2.45830	1.18155	0.04848	0.10455	0.08279	0.25249	-0.32531	0.04909
2460	8.21638	18.62192	-5.86016	15.86102	10.77869	4.27494	15.55517	13.70406	-3.36337	28.21501	15.88628	8.63252	-1.03257	31.45018	-8.33176	2.35336	1.64211	1.21894	48.97338	21.09308	-1.13924	10.05074	-39.50298	29.34258	-3.04114	7.66036	4.51319	3.30959	-6.18768	4.92979	0.45667	1.10707	1.43410	2.49457	-2.07695	1.02797	0.03062	0.15265	0.31612	0.12050	-0.23951	-0.14439
2461	6.65772	17.86092	-5.04128	13.68245	10.86316	4.03318	10.02670	11.78990	0.66140	23.90029	22.98300	10.62842	-0.84994	36.13426	-9.81385	1.74310	1.54933	1.06492	40.36870	29.27369	8.04092	-4.43893	-52.05447	31.83833	-1.62271	8.26881	4.05882	2.08063	-5.40735	3.74965	0.84278	0.96994	1.83578	2.78493	-1.99803	0.93090	0.20271	0.15353	0.49502	0.29324	-0.24235	-0.12471
2462	2.43328	14.84265	-3.50549	12.23521	11.44008	3.75589	-4.85404	6.82464	3.34685	16.21346	31.54066	11.42155	-0.89781	40.53339	-11.47951	1.26130	1.52977	0.85539	13.84274	37.62824	15.45187	-4.82082	-44.03011	20.53622	2.41244	7.58646	1.79735	0.19319	-5.07878	2.61308	2.64579	0.47030	1.28131	3.42988	-2.22040	1.16285	0.46472	0.12836	0.48444	0.56333	-0.25408	0.13280
2463	0.14742	10.63057	-2.48169	10.87938	11.63603	3.63969	-16.38521	2.86710	1.85500	8.78701	31.37039	10.26523	-1.11868	44.69129	-13.10284	0.55311	1.75435	0.73584	-9.50961	35.91444	13.08816	0.26021	-18.58782	6.31356	6.97220	6.18958	-1.40953	-1.25737	-4.74773	2.20884	4.70518	-0.02151	-0.01739	3.62565	-2.24626	1.62612	0.60265	0.12788	0.25265	0.60672	-0.17252	0.39477
2464	2.58081	6.20483	-2.67271	8.62340	10.97987	3.68067	-14.30866	6.11087	-3.90577	3.95717	23.41389	9.31715	-1.60403	48.48230	-14.44419	-0.55088	2.11303	0.73227	-9.72480	34.90251	2.14334	7.64723	-3.46653	2.10372	7.00646	6.27084	-2.15574	-1.64805	-4.54511	2.43201	5.02239	-0.23978	-1.07443	3.47222	-2.21727	2.01605	0.52164	0.08577	-0.11795	0.46128	-0.09711	0.45668
2465	6.43814	2.39666	-3.50932	5.72640	10.37692	3.82332	-1.56801	18.43621	-10.91846	3.63749	16.56846	10.04077	-2.56793	51.46591	-15.47332	-1.68789	2.51048	0.89751	16.51983	49.05169	-10.51369	12.71231	-17.38381	10.53678	2.51347	9.05728	0.65441	-0.79936	-5.61442	3.17521	3.46309	0.19569	-0.73430	3.92558	-2.91063	2.19071	0.34584	0.03654	-0.29987	0.44331	-0.23346	0.33748
2466	7.32705	-1.61079	-3.61756	3.37706	10.15972	3.73634	11.10007	33.16444	-15.47040	6.76978	15.22771	10.44699	-3.94680	53.23531	-16.22407	-2.29731	2.83877	1.10991	51.14410	72.90531	-20.07631	12.86074	-46.49472	22.37590	-1.89050	11.56103	3.99842	0.72277	-7.44563	3.95987	1.53410	1.00477	0.52124	5.12266	-4.23145	2.32500	0.20500	0.06568	-0.18175	0.66053	-0.54270	0.20620
2467	3.95937	-7.53330	-2.02369	2.80014	8.78657	3.00336	12.74138	41.62078	-16.19887	9.05234	15.19359	7.93948	-5.43618	53.84540	-16.72937	-2.23313	2.84212	1.06727	64.39993	88.53408	-26.41013	14.78479	-61.45261	27.15425	-3.48199	10.93302	5.09406	1.28740	-8.02841	3.93023	0.66759	1.27646	1.05732	5.68716	-4.85034	2.30809	0.17317	0.11481	-0.05449	0.82144	-0.71350	0.16956
2468	-1.91627	-15.48475	0.89178	3.45415	7.46074	2.30887	1.69740	40.89061	-14.64672	8.61926	15.71569	5.22170	-6.78530	53.71383	-17.02726	-1.97282	2.59887	0.83862	47.61368	91.83200	-28.61943	19.08651	-54.81599	22.99764	-2.29114	9.24754	4.13352	-0.05779	-6.51471	2.82051	1.21242	0.87751	0.68187	4.59748	-3.92546	1.84745	0.23084	0.09032	-0.06864	0.65858	-0.54216	0.19443
2469	-7.31724	-24.03042	3.85432	3.52224	8.09683	2.36233	-10.43456	34.77678	-12.63762	9.83161	17.59550	5.78412	-7.90209	53.16307	-17.11564	-1.95752	2.43286	0.69698	30.32254	90.69740	-26.56102	13.19380	-47.96941	15.86337	1.34277	9.20731	2.05787	-1.46191	-3.75444	1.54075	2.58031	0.44398	0.38201	2.90928	-2.21008	1.47912	0.30552	0.02996	-0.08235	0.33765	-0.17516	0.23574
2470	-11.18811	-32.19246	6.26558	2.52824	8.60613	2.44320	-14.47598	27.49434	-10.06434	15.08206	16.46871	7.44356	-8.85076	52.23968	-17.01626	-2.06258	2.32486	0.58625	36.24004	85.58189	-22.73979	-5.02740	-57.53173	13.68266	5.43658	9.64402	-0.39275	-0.43218	-1.69677	1.56447	3.58911	0.18018	0.34065	2.40087	-1.15194	1.94556	0.35850	0.00003	-0.02454	0.21485	0.05913	0.29629
2471	-15.00667	-40.00635	8.56524	1.27903	7.16779	1.94136	-15.53199	19.04441	-6.69560	19.49026	10.37785	6.94241	-9.71311	50.87901	-16.77894	-2.03274	2.14122	0.39345	50.43567	70.98254	-18.79219	-17.83027	-67.78719	19.59817	7.15171	9.38915	-1.76512	2.47829	-2.35666	3.69397	3.49266	0.10837	0.49130	3.29516	-1.38414	2.90172	0.38039	0.01573	0.08451	0.36462	0.01877	0.37276
2472	-19.56514	-47.32018	10.96180	-0.16389	5.15715	1.31202	-20.54233	10.78614	-4.38165	18.25553	2.83139	4.56792	-10.44059	49.02600	-16.37599	-1.91184	1.95826	0.25629	52.94776	52.35949	-16.68645	-13.70378	-53.26616	26.27427	6.31988	9.23901	-1.24643	4.06358	-5.63969	6.52132	2.73302	0.46995	1.09661	4.37127	-2.45820	3.20986	0.33694	0.09130	0.26129	0.55382	-0.17526	0.39290
2473	-23.69423	-53.88214	13.13774	-2.89070	4.25587	0.93369	-28.43547	5.66925	-4.05648	10.26745	-0.77470	2.34556	-10.95402	46.65646	-15.75555	-1.91664	1.85858	0.27796	42.08113	44.21435	-17.08826	-4.24761	-21.83514	24.25582	4.59184	8.82537	0.09550	2.41162	-8.65992	7.03214	2.18270	0.96450	1.57345	4.73981	-3.60375	2.41899	0.21965	0.19817	0.39414	0.60003	-0.36318	0.29664
2474	-26.37779	-59.23405	14.86172	-6.47559	4.16316	0.57649	-36.36839	3.36438	-3.61134	-0.68355	1.37407	1.00697	-11.29263	43.89310	-14.96665	-2.00151	1.74555	0.34930	24.49440	50.03491	-17.36738	-4.67253	-6.53333	16.54644	3.44712	7.23431	0.66165	-0.56088	-8.37601	4.39155	2.45798	0.89834	0.97270	4.36961	-3.99860	1.41474	0.15956	0.24720	0.28551	0.50996	-0.42638	0.15779
2475	-28.31192	-62.66114	16.23197	-8.22525	2.90067	-0.15486	-43.94102	1.60644	-1.17855	-5.57857	2.44177	-1.12361	-11.55577	41.05071	-14.13200	-1.81245	1.42604	0.30064	11.16317	55.69599	-16.83469	-11.73690	-20.87784	13.49806	4.14276	5.74137	-0.11303	-1.73602	-4.93974	1.11368	3.54007	0.37676	-0.17785	3.43730	-3.21965	1.07160	0.26982	0.21101	0.00173	0.34921	-0.34212	0.05663
2476	-30.28471	-64.38003	17.36349	-7.94962	0.02233	-1.24535	-49.89760	0.02545	1.85246	-3.81270	-3.67864	-5.59127	-11.73986	38.45779	-13.28997	-1.35172	0.92191	0.07923	6.07991	50.27540	-18.66709	-12.58470	-48.29190	18.06742	5.65507	6.45642	-1.00781	-0.78300	-1.56641	-0.33908	4.23856	0.22015	-0.39259	2.38587	-2.02267	1.20287	0.41942	0.15841	-0.13769	0.22466	-0.26634	-0.01812
2477	-31.92240	-65.12029	18.11833	-8.06360	-2.28162	-2.06560	-53.97765	-0.03195	2.62000	-4.37867	-12.84806	-10.60997	-11.77929	36.22168	-12.38816	-1.00539	0.49933	-0.18743	-1.11404	39.07326	-24.71622	-4.68779	-65.25072	24.70373	5.14492	9.48654	-0.03592	0.57631	-1.00435	0.43600	3.49072	0.85395	0.91383	2.16548	-1.64042	1.54572	0.45371	0.17770	0.08081	0.26610	-0.30741	-0.00366
2478	-32.79304	-64.99822	18.35789	-8.16017	-2.54245	-1.93403	-58.22796	1.25308	0.67474	-6.44055	-18.27317	-12.00665	-11.69695	34.25442	-11.43749	-0.86334	0.31285	-0.27930	-11.80242	30.89811	-30.90296	1.38818	-61.91222	26.08135	2.80340	11.50168	2.13587	1.31884	-2.80037	2.51118	2.07602	1.58084	2.50730	3.09689	-2.09739	2.25560	0.42135	0.24333	0.46112	0.44482	-0.31832	0.20507
2479	-32.81155	-63.47480	18.01357	-5.06945	-1.62957	-0.80513	-60.99447	3.44814	-1.97175	1.35190	-18.63670	-7.72336	-11.56675	32.55757	-10.52458	-0.05508	-0.14035	-0.13363	-7.40030	31.24343	-30.62049	-1.90951	-47.53539	18.99154	2.00127	9.57412	2.41931	1.25625	-4.23669	4.02533	1.54036	1.41006	2.64175	4.02171	-2.31065	2.88715	0.37641	0.21691	0.57379	0.54681	-0.16597	0.44797
2480	-31.72480	-61.06721	17.23968	-2.37675	-1.07906	0.11219	-57.50389	5.21333	-3.01120	7.80904	-15.35977	-2.82136	-11.39856	31.27662	-9.70259	0.01077	-0.03558	0.20997	5.36037	36.73092	-25.38582	-10.34906	-34.87051	8.33285	3.73656	5.60280	0.08593	0.61348	-4.17648	3.51791	2.02795	0.43822	1.23515	3.95979	-2.09563	2.47562	0.25505	0.06514	0.28321	0.48034	-0.02887	0.40133
2481	-29.54455	-58.84119	16.42504	0.02536	-1.08306	0.41851	-48.56167	5.25918	-1.56228	12.12825	-12.04868	-1.62854	-11.13581	30.49952	-8.97031	0.26406	-0.08917	0.48519	23.22159	40.66533	-19.38375	-17.21497	-23.84855	3.75834	5.81001	4.10407	-2.20921	0.33675	-3.90661	2.06980	2.70807	-0.21416	-0.04556	3.22838	-2.09279	1.18710	0.10666	-0.05554	-0.07885	0.34672	-0.09817	0.09110
2482	-27.22968	-56.40265	15.82353	2.21745	-1.34075	0.27757	-42.58334	6.00165	1.00464	14.67822	-10.80104	-3.85691	-10.77251	30.20500	-8.35799	0.64298	-0.25547	0.58287	32.38237	41.13779	-17.60714	-16.89747	-14.27921	9.19590	5.97236	6.18500	-2.04546	0.84707	-4.15899	1.74959	3.04102	0.11825	0.00285	2.47586	-2.24405	0.38465	0.11204	-0.00360	-0.14057	0.23977	-0.25853	-0.10498
2483	-25.70631	-53.22490	15.40755	4.41752	-1.53746	0.15635	-45.61864	7.51051	2.83624	17.96572	-10.34862	-4.39313	-10.40821	30.38826	-7.91918	0.82848	-0.35807	0.47557	27.20362	40.59289	-17.69788	-4.93939	-16.25594	18.01802	4.12117	7.88205	-0.20180	1.38798	-4.48726	2.73897	3.14293	0.60308	0.44182	2.33240	-2.32892	0.92179	0.34782	0.13171	-0.02009	0.24779	-0.34109	0.04930
2484	-24.26762	-49.32995	14.76078	5.70859	-2.56713	-0.13815	-52.31098	6.59712	3.52223	20.85394	-11.73001	-2.71113	-10.07168	30.99297	-7.58941	0.58269	-0.34555	0.15255	16.22859	34.64518	-16.56730	11.78056	-28.67866	21.36214	2.60564	6.24001	0.64056	1.51630	-4.76371	3.99999	3.33081	0.27000	0.01506	2.78588	-2.35013	2.02568	0.61848	0.14650	-0.05646	0.34062	-0.30502	0.36029
2485	-22.13976	-44.79613	13.63028	5.80053	-4.55826	-0.88576	-54.16153	4.04825	3.78866	20.60145	-13.69405	-2.16695	-9.65893	31.72047	-7.28059	0.25533	-0.35475	-0.26875	8.88822	26.38254	-13.77024	16.59599	-34.23463	18.14165	3.47559	3.85957	-0.44904	1.65905	-5.04796	4.84387	3.42708	-0.33236	-0.55873	2.95615	-2.07705	2.35779	0.59080	0.02836	-0.18294	0.36337	-0.18454	0.47432
2486	-19.90797	-39.98644	12.25307	4.72833	-5.76154	-1.74376	-50.14357	2.86736	3.85715	14.56524	-10.71729	-3.19866	-9.10643	32.36883	-7.02670	0.21869	-0.45350	-0.61316	1.35852	27.59600	-9.71404	3.36695	-25.08325	13.28052	5.60611	4.29024	-1.75283	1.81969	-4.73041	4.46176	3.18042	-0.22967	-0.07881	2.50584	-1.55605	1.64141	0.25588	-0.04490	-0.08709	0.31330	-0.10581	0.28739
2487	-18.01727	-35.09075	10.76260	1.90186	-6.02088	-2.40203	-43.11861	2.51262	3.15207	4.55294	-6.79046	-4.97355	-8.50108	33.18596	-6.88051	0.19725	-0.58322	-0.87930	-7.72197	31.93940	-8.40049	-15.32663	-9.65515	10.10445	5.94435	6.29464	-1.47823	1.49175	-3.35513	2.62039	2.77979	0.27622	0.84426	2.02693	-1.25274	0.76664	0.01644	0.00190	0.17706	0.29810	-0.15362	0.01826
2488	-16.41857	-30.40834	9.27728	-1.65646	-6.65243	-2.74114	-36.16830	-0.15227	2.08922	-0.18789	-11.00611	-6.64968	-8.03722	34.31214	-6.83710	-0.07325	-0.70999	-1.06480	-6.34418	22.84476	-11.88073	-21.37997	1.04584	9.27685	3.46543	6.84659	0.22572	0.96720	-2.03542	1.02149	2.43420	0.45030	1.04188	1.88908	-1.31013	0.54926	0.12800	0.07872	0.28487	0.29124	-0.21900	-0.06507
2489	-15.11726	-26.10471	8.00105	-1.17530	-6.69252	-2.15319	-32.85827	-4.73965	1.54392	9.99803	-17.28254	-4.22040	-7.82137	35.38863	-6.82891	-0.06828	-0.79032	-0.86901	13.42038	8.85726	-12.44989	-12.17335	0.86955	11.39941	0.53585	6.40467	1.95345	1.31790	-1.82131	1.22155	2.17967	0.49083	0.80208	1.96596	-1.42862	1.04438	0.39398	0.13629	0.21036	0.24534	-0.19530	0.07985
2490	-13.59607	-21.63871	6.74248	4.10581	-5.06269	-0.57638	-31.89468	-6.01792	0.72522	25.38344	-15.48618	2.31892	-7.73200	36.17672	-6.76526	0.57481	-0.74814	-0.17910	35.07029	8.61975	-6.15226	-3.57667	-8.37793	15.19280	-0.31008	6.50513	2.47882	2.49195	-1.93240	2.23991	2.01735	0.75823	0.82163	1.97747	-1.33532	1.63267	0.49770	0.20456	0.17474	0.19351	-0.13395	0.22534
2491	-11.40952	-17.37729	5.40448	9.25589	-3.11214	0.93133	-27.97986	-2.96230	-0.73912	30.14860	-10.29587	6.08585	-7.58315	36.84576	-6.65197	1.37969	-0.60258	0.63309	42.17196	16.00516	-0.46515	-4.68843	-15.48197	16.30414	0.60753	5.93516	1.52148	2.90359	-1.92117	2.58374	1.87939	0.79217	0.67284	1.67721	-1.05822	1.54890	0.35781	0.24438	0.19786	0.13292	-0.09648	0.16925
2492	-9.17194	-14.36858	4.41174	12.28064	-1.20590	1.83261	-21.21756	-0.82700	-0.86639	30.67822	-6.92063	5.07352	-7.32656	37.50209	-6.58069	1.83032	-0.39376	1.23329	45.49176	18.79460	0.85093	-6.14375	-12.25267	11.53238	1.90641	3.50025	-0.23040	1.48882	-2.36858	2.17839	1.82672	0.23236	-0.07427	1.16408	-0.76786	0.73518	0.17998	0.18251	0.12227	0.07644	-0.06908	0.01280
2493	-8.04268	-12.62213	4.07712	14.32027	1.37569	2.38119	-17.54711	-2.65455	1.48539	39.17271	-1.69662	4.20564	-7.05593	38.00105	-6.62493	1.85426	-0.15553	1.51259	57.31133	20.38564	1.75543	-2.30718	-7.81505	3.60890	3.68235	1.26087	-1.89814	-0.88737	-2.53328	1.17067	2.13026	-0.37844	-0.70258	0.76706	-0.48226	-0.10940	0.19645	0.02901	-0.08507	0.08869	-0.02558	-0.03751
2494	-7.86811	-10.90446	3.90695	14.05217	3.47219	2.48839	-17.92317	-4.41236	3.86387	46.90202	5.13121	5.63736	-6.86640	38.33062	-6.75876	1.49517	0.01917	1.34597	66.49854	26.15376	3.03061	-2.28195	-14.47128	-0.97337	5.93294	1.51974	-2.91074	-2.00486	-1.57107	-0.10520	2.60124	-0.42494	-0.44068	0.86141	-0.36997	-0.33714	0.31979	-0.12647	-0.26064	0.18468	-0.00165	0.03045
2495	-7.60301	-8.40195	3.29855	10.28527	3.80913	2.02845	-18.46884	-2.34707	3.64790	40.46299	8.31495	7.26207	-6.78536	38.67980	-6.90978	0.88785	0.09784	0.77530	57.02246	32.07216	2.91672	-11.43659	-21.35414	-1.93871	6.98119	2.83430	-2.90000	-0.78409	-0.93302	-0.63614	2.62482	-0.11193	0.34108	1.70824	-0.86613	-0.00655	0.31303	-0.18432	-0.20660	0.32120	-0.08008	0.08135
2496	-7.38810	-6.37604	2.63408	6.40101	3.09637	1.48154	-19.89478	-0.36228	1.83815	27.95941	6.89188	7.86591	-6.77474	39.07275	-7.03758	0.42336	0.10653	0.19107	35.52012	31.79922	2.46235	-21.14380	-8.44573	-5.89459	5.58974	2.01898	-2.18508	1.49795	-1.75585	0.08958	1.92148	-0.14814	0.55883	2.73487	-1.69505	0.46231	0.14164	-0.15776	0.00436	0.40950	-0.21574	0.07728
2497	-7.93435	-5.93690	2.49248	5.48233	2.15180	1.14729	-23.29655	-2.02368	0.41628	25.91836	2.58561	7.42258	-6.74486	39.37690	-7.11382	0.31281	0.03551	-0.10185	26.49227	25.67187	1.52238	-21.35689	15.40946	-11.71269	2.92304	-0.24288	-1.50222	2.93712	-2.72872	1.26298	0.94799	-0.56503	-0.03576	2.67649	-1.83972	0.68162	-0.04626	-0.12653	0.09754	0.32476	-0.23674	0.06685
2498	-8.96222	-6.11357	2.65122	5.83826	0.64375	0.65584	-24.62544	-4.88072	-0.37001	33.48087	-3.78460	5.43407	-6.67483	39.54016	-7.13636	0.37403	-0.12886	-0.20281	38.91624	17.26412	-1.56070	-11.21197	20.93123	-9.54111	1.49530	-0.10819	-1.19590	2.52083	-2.99977	1.82981	0.67522	-0.53978	-0.54422	1.48279	-1.20050	0.44002	-0.08957	-0.04973	0.02686	0.08924	-0.11932	0.05304
2499	-9.09845	-5.39223	2.52385	4.47332	-1.15791	-0.18108	-20.66172	-5.21182	-0.50476	34.93633	-9.42539	1.78249	-6.63845	39.67162	-7.12426	0.42633	-0.35197	-0.31346	52.29157	10.38904	-5.24848	2.40706	1.68309	0.42576	2.66220	2.63956	-1.61486	0.60282	-3.56980	1.62862	1.39030	0.17981	-0.48791	0.60147	-0.79454	-0.13065	0.01756	0.12210	-0.05105	-0.09088	-0.02385	0.00648
2500	-7.93095	-4.18275	2.18478	2.14797	-1.36599	-0.62987	-15.29739	-3.26199	0.69998	25.48717	-8.65984	-1.05276	-6.71783	39.89922	-7.11174	0.51908	-0.50389	-0.37470	47.60028	11.09118	-4.85852	9.98394	-21.50158	6.53421	5.32791	4.25631	-2.86075	-0.66423	-4.63308	1.18781	2.44735	0.73505	-0.43111	0.94163	-1.14519	-0.58634	0.20169	0.28085	-0.07975	-0.06298	-0.06357	-0.06893
2501	-6.85273	-4.51590	2.25396	1.56362	0.61529	-0.11194	-14.22396	-2.59250	2.76908	17.43789	-1.54183	-0.37047	-6.93382	40.25312	-7.15089	0.62168	-0.40750	-0.25050	33.79792	19.50518	0.46322	5.84265	-30.87748	4.40122	6.65796	2.61711	-4.06646	0.35143	-4.90096	0.95302	3.04791	0.24256	-1.09407	1.87760	-1.69784	-0.58347	0.39637	0.25674	-0.17475	0.11619	-0.18256	-0.12918
2502	-6.57078	-6.64803	2.71697	2.95578	2.54320	0.77535	-16.38842	-3.68689	3.64184	19.75584	4.55412	3.07779	-7.18396	40.75863	-7.24011	0.55187	-0.09083	-0.01415	30.74851	28.88342	5.41865	-4.97255	-25.26279	2.23435	4.40940	-0.09785	-3.70711	1.98912	-4.21026	0.97964	2.64924	-0.94720	-2.12649	2.31076	-1.77699	-0.31996	0.47022	0.03705	-0.37301	0.25795	-0.24484	-0.13569
2503	-6.25021	-9.45084	3.12556	4.74389	1.88361	0.99437	-17.23948	-5.60781	2.95338	27.35091	4.35121	5.79741	-7.34878	41.38675	-7.33235	0.39679	0.07410	0.14585	40.27715	31.82635	5.98556	-11.52006	-14.82975	7.71404	0.24896	0.60198	-1.18500	1.97250	-3.94066	1.36836	1.64160	-1.22028	-1.87303	1.90113	-1.33466	-0.09564	0.36094	-0.12859	-0.40356	0.22887	-0.17628	-0.05087
