	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d
377	0.01340	0.11117	-0.01012	-0.03985	-0.06962	-0.20868	-0.19218	0.19515	0.12357	-0.00666	0.01258	-0.10752	-0.08620	0.16388	0.05223	0.04750	0.10866	-0.03206	-0.02704	0.13381	0.03536	-0.00526	0.14732	-0.01471	-0.00352	0.14109	-0.00876	0.01550	0.13729	-0.00694	0.01263	0.15322	0.01097	0.02765	0.04892	-0.02800	0.01183	0.15211	0.00487	0.07112	-0.05598	-0.08889	0.00278	0.08030	0.01556	0.07533	0.01868	-0.06847	-0.01655	-0.00302	0.01581	0.07445	0.01876	-0.06665	-0.01766	-0.00529	0.01231
378	0.02210	0.11913	-0.02033	-0.03406	-0.08614	-0.21834	-0.18180	0.21615	0.10560	0.02263	0.00819	-0.12256	-0.09041	0.18039	0.01508	0.06385	0.12784	-0.03465	-0.03667	0.15645	-0.00829	-0.00252	0.15960	-0.01613	0.00202	0.14787	-0.00553	0.03523	0.15287	-0.01388	0.01447	0.15453	-0.00352	0.03424	0.05602	-0.04037	0.01507	0.14503	-0.00579	0.06506	-0.04444	-0.09827	-0.00018	0.08378	0.00367	0.07530	0.03259	-0.07049	-0.01316	0.00549	0.00880	0.07441	0.03267	-0.06810	-0.01413	0.00299	0.01030
379	0.00920	0.12205	-0.03462	-0.00407	-0.09056	-0.23778	-0.18730	0.24172	0.08588	0.04384	0.01700	-0.12817	-0.09910	0.20318	-0.01854	0.05515	0.14386	-0.03507	-0.04234	0.18887	-0.04892	-0.00851	0.17459	-0.02561	-0.00409	0.15564	-0.00738	0.01145	0.16713	-0.02254	0.00082	0.13957	-0.02413	0.02428	0.04438	-0.06079	0.00833	0.13611	-0.02394	0.05655	-0.04464	-0.11141	-0.00393	0.08867	-0.01345	0.05429	0.03415	-0.08217	-0.01670	0.01840	-0.00145	0.05386	0.03419	-0.07946	-0.01690	0.01747	0.00232
380	-0.01055	0.12354	-0.04458	0.03482	-0.08230	-0.26795	-0.17447	0.25243	0.05713	0.04712	0.03777	-0.12739	-0.09911	0.22037	-0.03485	0.02875	0.15360	-0.03758	-0.03343	0.20860	-0.06598	-0.01758	0.18614	-0.03667	-0.01254	0.16631	-0.01793	-0.02381	0.17882	-0.03089	-0.01635	0.12260	-0.03507	0.00009	0.02812	-0.06865	-0.00009	0.13499	-0.03924	0.03563	-0.05333	-0.11443	0.00003	0.09448	-0.02614	0.02495	0.02254	-0.08922	-0.01649	0.02481	-0.01003	0.02544	0.02252	-0.08670	-0.01558	0.02663	-0.00687
381	-0.01821	0.12715	-0.04578	0.05004	-0.06158	-0.28066	-0.13059	0.23997	0.02191	0.03625	0.06097	-0.12492	-0.08189	0.22198	-0.03334	0.00417	0.16427	-0.04022	-0.01607	0.20471	-0.05969	-0.01512	0.18742	-0.04275	-0.00792	0.17686	-0.03472	-0.03204	0.18940	-0.03757	-0.02484	0.11583	-0.03062	-0.02163	0.02576	-0.05902	-0.00481	0.13801	-0.04062	0.00889	-0.05791	-0.10316	0.00827	0.09509	-0.02632	0.00851	0.00445	-0.07983	-0.00772	0.01810	-0.01141	0.00915	0.00441	-0.07735	-0.00604	0.02194	-0.00948
382	-0.01137	0.13420	-0.04206	0.02341	-0.03150	-0.24634	-0.07232	0.21555	-0.01695	0.01619	0.07324	-0.11816	-0.05074	0.21282	-0.02782	-0.00673	0.17740	-0.03875	-0.00464	0.19170	-0.04663	0.00187	0.18072	-0.04379	0.00820	0.18268	-0.04850	-0.01286	0.20150	-0.04236	-0.02150	0.12160	-0.02035	-0.02725	0.04132	-0.04790	-0.00578	0.13804	-0.02951	-0.00594	-0.04926	-0.08994	0.01148	0.08940	-0.01666	0.01069	-0.00632	-0.06125	0.00539	0.00449	-0.00335	0.01039	-0.00631	-0.05786	0.00699	0.00811	-0.00103
383	-0.00091	0.14083	-0.03952	-0.02279	-0.00182	-0.17738	-0.02927	0.20040	-0.06100	-0.01149	0.06752	-0.10430	-0.01994	0.20819	-0.03571	-0.00638	0.18339	-0.03817	-0.00486	0.19602	-0.04315	0.02042	0.17301	-0.04445	0.01982	0.17976	-0.05126	0.01014	0.21388	-0.04545	-0.01137	0.13013	-0.01434	-0.02135	0.05810	-0.04821	-0.00472	0.13160	-0.01700	-0.00348	-0.03242	-0.08510	0.00601	0.08001	-0.00671	0.01713	-0.00297	-0.04964	0.01387	-0.00567	0.00938	0.01621	-0.00294	-0.04492	0.01470	-0.00404	0.01355
384	0.00414	0.14121	-0.03873	-0.05442	0.02082	-0.11703	-0.01321	0.20186	-0.10351	-0.03716	0.05617	-0.08839	-0.00383	0.21298	-0.06058	0.00273	0.17814	-0.04577	-0.01366	0.22437	-0.05102	0.02610	0.17022	-0.04884	0.01729	0.17021	-0.04515	0.02373	0.22030	-0.04636	-0.00377	0.12865	-0.01195	-0.01873	0.05869	-0.05331	-0.00386	0.11920	-0.00905	0.00144	-0.02054	-0.08414	-0.00313	0.06836	-0.00059	0.01499	0.00739	-0.04891	0.01026	-0.00668	0.01827	0.01468	0.00734	-0.04381	0.01030	-0.00700	0.02300
385	0.00185	0.13670	-0.03667	-0.06632	0.04271	-0.09526	-0.00338	0.20959	-0.12531	-0.04607	0.06620	-0.07864	-0.00449	0.21912	-0.08603	0.02233	0.17328	-0.05663	-0.02713	0.25528	-0.05837	0.01608	0.17978	-0.05550	0.00520	0.16802	-0.03872	0.02744	0.21469	-0.04324	-0.00709	0.11961	-0.00953	-0.02607	0.05041	-0.05102	-0.00695	0.10810	-0.00582	-0.00474	-0.01584	-0.07880	-0.00880	0.05928	0.00192	0.00618	0.01644	-0.05026	-0.00201	0.00183	0.01744	0.00655	0.01634	-0.04608	-0.00245	0.00055	0.01984
386	-0.00587	0.13444	-0.03376	-0.06790	0.06766	-0.11183	0.02822	0.21590	-0.11410	-0.03700	0.10444	-0.07987	-0.00832	0.22330	-0.09172	0.04115	0.17829	-0.06358	-0.03691	0.26550	-0.05545	0.00153	0.20140	-0.05523	-0.00536	0.18502	-0.03542	0.02028	0.19561	-0.03782	-0.02126	0.11787	-0.00919	-0.03734	0.05676	-0.03989	-0.01548	0.10773	-0.01098	-0.01695	-0.00469	-0.06665	-0.00892	0.05984	-0.00228	-0.00341	0.02415	-0.04500	-0.01180	0.01407	0.00940	-0.00298	0.02406	-0.04194	-0.01245	0.01249	0.00916
387	-0.01376	0.13559	-0.03318	-0.05473	0.08304	-0.14534	0.07303	0.22314	-0.08310	-0.02155	0.13839	-0.09199	-0.00067	0.23080	-0.07352	0.03819	0.18250	-0.07100	-0.02918	0.25370	-0.04369	0.00002	0.21632	-0.03772	-0.00435	0.21134	-0.03078	0.00465	0.16900	-0.03729	-0.03577	0.12446	-0.01314	-0.04382	0.08182	-0.02534	-0.02305	0.11627	-0.02629	-0.02406	0.02251	-0.04759	-0.00360	0.06958	-0.01405	-0.01032	0.03283	-0.03095	-0.01089	0.02113	0.00354	-0.00917	0.03269	-0.02834	-0.01152	0.01960	0.00358
388	-0.01488	0.13606	-0.03341	-0.03031	0.07701	-0.16291	0.08476	0.23164	-0.05789	-0.00831	0.13480	-0.10464	0.01288	0.24093	-0.04607	0.01276	0.17098	-0.08029	-0.00293	0.23594	-0.02887	0.01660	0.20829	-0.00637	0.00963	0.22512	-0.02092	-0.00731	0.15108	-0.04299	-0.03851	0.12463	-0.01648	-0.04171	0.10363	-0.01008	-0.02015	0.12302	-0.04105	-0.02433	0.05449	-0.02354	0.00882	0.08031	-0.02480	-0.01148	0.03945	-0.01459	0.00193	0.01956	0.00307	-0.00818	0.03916	-0.01254	0.00156	0.01850	0.00534
389	-0.00838	0.13690	-0.02765	-0.01829	0.05698	-0.14017	0.04142	0.23593	-0.04268	0.00100	0.10240	-0.09676	0.01286	0.24334	-0.02692	-0.01130	0.14984	-0.07587	0.02121	0.22679	-0.01554	0.03320	0.18961	0.01855	0.02442	0.21905	-0.00853	-0.00670	0.15945	-0.04245	-0.02819	0.11447	-0.01243	-0.03275	0.10506	0.00509	-0.00761	0.12431	-0.04091	-0.02133	0.06844	-0.00268	0.02419	0.08569	-0.02509	-0.00624	0.03581	-0.00710	0.02047	0.01368	0.00034	-0.00146	0.03544	-0.00680	0.02037	0.01323	0.00336
390	-0.00191	0.14124	-0.01242	-0.02202	0.04234	-0.08832	-0.01442	0.23099	-0.01737	0.00645	0.07710	-0.05897	-0.00674	0.23096	-0.01801	-0.01552	0.13838	-0.04579	0.02650	0.22619	-0.00827	0.03075	0.18490	0.02257	0.02669	0.20510	0.00300	0.00205	0.19061	-0.02349	-0.01542	0.10623	-0.00046	-0.02562	0.09171	0.01681	0.00028	0.12415	-0.02395	-0.01956	0.05472	0.00600	0.02674	0.08607	-0.01529	0.00209	0.01890	-0.00917	0.03459	0.00957	-0.00691	0.00534	0.01869	-0.01086	0.03441	0.00899	-0.00467
391	-0.00190	0.14583	0.00777	-0.00926	0.04889	-0.04624	-0.03225	0.21740	0.03091	0.01056	0.07954	-0.01338	-0.03376	0.20875	-0.00638	-0.00462	0.13961	-0.00242	0.02064	0.22181	-0.00872	0.01668	0.19600	0.01770	0.01870	0.19674	0.01608	0.01162	0.21676	0.00750	-0.00864	0.10849	0.01560	-0.03055	0.07945	0.02337	-0.00838	0.12478	0.00005	-0.02523	0.02939	0.00524	0.00348	0.08444	-0.00248	0.01041	-0.00089	-0.00741	0.03777	0.01029	-0.00940	0.01037	-0.00084	-0.00936	0.03714	0.00859	-0.00661
392	-0.00672	0.14533	0.02476	0.04171	0.08042	-0.03205	-0.02477	0.20293	0.08930	0.01975	0.10026	0.00860	-0.05645	0.18858	0.01837	0.00600	0.13532	0.03201	0.01219	0.20590	-0.00873	0.01299	0.20269	0.02623	0.01281	0.19644	0.03292	0.01883	0.21603	0.03114	-0.00510	0.11841	0.03156	-0.04501	0.07817	0.02892	-0.02856	0.12607	0.01997	-0.03992	0.01549	0.00576	-0.03740	0.07967	0.00749	0.01934	-0.01195	0.00337	0.02760	0.01351	-0.00514	0.01793	-0.01182	0.00263	0.02667	0.01104	-0.00096
393	-0.01170	0.13928	0.03404	0.10772	0.12668	-0.02264	-0.03511	0.19276	0.12962	0.03600	0.11847	0.00361	-0.07341	0.17692	0.05574	0.01080	0.11582	0.04638	-0.01038	0.18686	0.00747	0.02280	0.19436	0.04920	0.01241	0.19964	0.04787	0.02222	0.19443	0.03852	0.00016	0.12928	0.04353	-0.05439	0.08387	0.03494	-0.04738	0.12626	0.03088	-0.05595	0.01397	0.00799	-0.07438	0.06753	0.01334	0.02814	-0.01467	0.01011	0.00530	0.01323	-0.00312	0.02880	-0.01473	0.01009	0.00475	0.01174	-0.00012
394	-0.01374	0.13095	0.03909	0.14192	0.16570	0.00201	-0.06102	0.17929	0.14166	0.04977	0.12761	-0.00421	-0.08489	0.16682	0.09662	0.01680	0.09930	0.04249	-0.04911	0.17601	0.04488	0.02765	0.18256	0.06673	0.00955	0.20164	0.05384	0.02590	0.17251	0.04088	0.00516	0.13783	0.05226	-0.05004	0.08393	0.03655	-0.06081	0.12215	0.03835	-0.06373	0.00672	0.00276	-0.09530	0.04985	0.01966	0.02983	-0.01441	0.00347	-0.01632	0.00658	-0.00378	0.03350	-0.01471	0.00322	-0.01604	0.00726	-0.00429
395	-0.01178	0.12537	0.04752	0.10912	0.17430	0.02892	-0.06846	0.15443	0.14510	0.05167	0.13704	0.00690	-0.08282	0.14636	0.12458	0.02937	0.10834	0.03352	-0.07396	0.16809	0.08313	0.01709	0.17975	0.06651	0.00187	0.19760	0.05362	0.03610	0.16495	0.05288	0.00407	0.14980	0.06428	-0.03745	0.07621	0.03473	-0.07277	0.11453	0.05205	-0.05902	-0.01461	-0.00923	-0.10153	0.03239	0.03191	0.01919	-0.01328	-0.00736	-0.01882	-0.00196	0.00160	0.02311	-0.01360	-0.00788	-0.01799	0.00015	-0.00077
396	-0.01008	0.12741	0.06040	0.00586	0.14490	0.04450	-0.05341	0.12729	0.15440	0.05085	0.15383	0.03703	-0.06108	0.11675	0.12391	0.04634	0.14153	0.03994	-0.05892	0.15002	0.09559	0.00339	0.18433	0.05625	-0.00029	0.18504	0.05698	0.04383	0.17579	0.07311	-0.00931	0.17428	0.08051	-0.02888	0.07243	0.03604	-0.08624	0.10920	0.07004	-0.04010	-0.03989	-0.01765	-0.09917	0.01453	0.04710	-0.00014	-0.01069	-0.00989	-0.00279	-0.00547	0.01426	0.00034	-0.01073	-0.01012	-0.00204	-0.00361	0.01328
397	-0.01519	0.13626	0.07012	-0.12375	0.10044	0.06336	-0.04190	0.11404	0.16143	0.06318	0.17464	0.06924	-0.03094	0.09364	0.09735	0.06399	0.17814	0.06978	-0.01661	0.12523	0.08274	0.00319	0.19118	0.04894	0.01092	0.17040	0.06796	0.03188	0.19874	0.08876	-0.03568	0.20477	0.09034	-0.02966	0.07658	0.03795	-0.10063	0.10923	0.07935	-0.00614	-0.05781	-0.01999	-0.09624	-0.00365	0.05604	-0.01894	-0.00746	-0.00603	0.00679	-0.00246	0.02597	-0.02313	-0.00711	-0.00541	0.00706	-0.00189	0.02723
398	-0.02293	0.14327	0.07199	-0.19863	0.08296	0.10232	-0.04469	0.11618	0.16105	0.07739	0.18807	0.09168	-0.01281	0.08796	0.07155	0.07652	0.19394	0.10717	0.02171	0.11275	0.06968	0.01589	0.19618	0.05146	0.02761	0.16272	0.08203	0.00766	0.21774	0.09391	-0.05862	0.21740	0.08625	-0.03059	0.07753	0.03425	-0.10885	0.11130	0.07489	0.03231	-0.06498	-0.02030	-0.09699	-0.01114	0.05538	-0.02670	-0.00620	-0.00558	-0.00608	0.00257	0.02883	-0.03364	-0.00567	-0.00434	-0.00631	0.00196	0.03012
399	-0.02104	0.13820	0.07097	-0.16811	0.09989	0.14249	-0.04661	0.11961	0.16207	0.06447	0.17662	0.11145	-0.01726	0.09293	0.07329	0.07328	0.17276	0.13183	0.03771	0.12137	0.07095	0.02413	0.18972	0.06552	0.03299	0.15945	0.09351	0.00107	0.21506	0.09422	-0.05486	0.19724	0.07597	-0.02220	0.06552	0.02939	-0.10063	0.10947	0.06660	0.05010	-0.06303	-0.01777	-0.09600	-0.00083	0.05125	-0.02067	-0.00701	-0.01003	-0.02533	0.00508	0.02303	-0.02727	-0.00653	-0.00944	-0.02573	0.00415	0.02203
400	-0.00949	0.11828	0.07333	-0.06791	0.11277	0.16633	-0.04294	0.11110	0.17020	0.02420	0.12977	0.13869	-0.03796	0.09232	0.10064	0.04773	0.12267	0.13948	0.03060	0.13687	0.07839	0.01399	0.16753	0.08560	0.01903	0.15217	0.09942	0.02063	0.18598	0.09580	-0.02622	0.15566	0.07189	-0.01238	0.04287	0.03114	-0.07796	0.10023	0.06593	0.03061	-0.05986	-0.01068	-0.08751	0.01600	0.05168	-0.01024	-0.00932	-0.01067	-0.02710	0.00337	0.01901	-0.01452	-0.00901	-0.01146	-0.02717	0.00336	0.01617
401	-0.00162	0.09314	0.07845	0.02010	0.10009	0.18562	-0.04403	0.09010	0.18188	-0.01532	0.06704	0.16685	-0.05756	0.07809	0.12993	0.00646	0.07755	0.13623	0.01135	0.13746	0.08556	-0.00475	0.14179	0.10270	-0.00171	0.14300	0.10024	0.04173	0.14588	0.09659	-0.00034	0.11743	0.07583	-0.01450	0.02378	0.03956	-0.05755	0.08552	0.07306	-0.01211	-0.06032	-0.00080	-0.07430	0.02316	0.05781	-0.00347	-0.01368	0.00057	-0.00754	-0.00201	0.02610	-0.00506	-0.01354	-0.00053	-0.00699	-0.00058	0.02409
402	-0.00334	0.07689	0.08152	0.06054	0.08564	0.18564	-0.03490	0.06600	0.19402	-0.03491	0.03206	0.17323	-0.06508	0.05736	0.14647	-0.03383	0.06606	0.12320	-0.00773	0.11550	0.10106	-0.00704	0.12488	0.11663	-0.00685	0.14059	0.10033	0.04369	0.11675	0.09133	0.00629	0.09701	0.08067	-0.02396	0.02368	0.04926	-0.05084	0.07031	0.08093	-0.04784	-0.05593	0.00985	-0.06265	0.01861	0.06449	-0.00017	-0.01974	0.01972	0.02101	-0.00840	0.04051	0.00071	-0.01981	0.01987	0.02175	-0.00665	0.04107
403	-0.00724	0.07276	0.07954	0.07529	0.10569	0.14661	0.00550	0.04830	0.20264	-0.03330	0.04767	0.13983	-0.06518	0.04278	0.15113	-0.05336	0.08182	0.09676	-0.02554	0.08271	0.12646	0.01347	0.11530	0.13058	0.00770	0.14414	0.10283	0.03147	0.10554	0.08186	0.00379	0.09040	0.08009	-0.02343	0.03799	0.05188	-0.05254	0.05774	0.08522	-0.05888	-0.04285	0.01542	-0.05568	0.01228	0.06767	-0.00030	-0.02554	0.03080	0.04384	-0.01178	0.05097	0.00284	-0.02579	0.03239	0.04413	-0.01123	0.05350
404	-0.00607	0.07242	0.07329	0.07048	0.15740	0.10917	0.04709	0.04199	0.19229	-0.01671	0.08832	0.08399	-0.06047	0.04040	0.14332	-0.03716	0.09604	0.06611	-0.04422	0.05828	0.13998	0.03465	0.10666	0.13565	0.02271	0.14087	0.10435	0.01963	0.10332	0.07650	0.00573	0.09012	0.07350	-0.00797	0.04306	0.04088	-0.05127	0.05145	0.08503	-0.04530	-0.03725	0.00663	-0.05088	0.01059	0.06744	-0.00328	-0.02595	0.02027	0.05170	-0.01048	0.05258	0.00124	-0.02631	0.02214	0.05183	-0.01031	0.05531
405	-0.00038	0.06825	0.06644	0.03302	0.18807	0.11961	0.04748	0.04910	0.15543	0.00019	0.10795	0.05239	-0.04084	0.04772	0.12046	0.00676	0.09231	0.05440	-0.05470	0.05261	0.12041	0.03824	0.09297	0.12062	0.02447	0.11883	0.09858	0.01518	0.10151	0.07880	0.01156	0.09354	0.06608	0.00890	0.02565	0.02189	-0.04245	0.05325	0.08143	-0.01941	-0.05310	-0.01422	-0.04207	0.00871	0.06690	-0.00230	-0.01754	-0.00465	0.04706	-0.00932	0.05190	0.00187	-0.01788	-0.00368	0.04822	-0.00660	0.05365
406	0.00575	0.05849	0.06312	-0.00992	0.16256	0.15369	0.02970	0.06238	0.11796	-0.00306	0.09077	0.06742	-0.00523	0.05627	0.09143	0.03838	0.07889	0.06951	-0.04631	0.05873	0.07767	0.03339	0.07004	0.09255	0.02083	0.08332	0.08331	0.01751	0.09783	0.08314	0.01516	0.09150	0.06447	0.01339	-0.00275	0.01116	-0.02932	0.05282	0.07861	-0.00328	-0.07674	-0.02754	-0.02532	-0.00156	0.06974	0.00798	-0.00460	-0.01786	0.04166	-0.01649	0.05706	0.01073	-0.00482	-0.01790	0.04443	-0.00974	0.05756
407	0.01034	0.04702	0.06410	-0.01529	0.10861	0.15110	0.04630	0.06240	0.10696	-0.01974	0.07052	0.10026	0.02768	0.05329	0.07262	0.02632	0.07925	0.09381	-0.01964	0.05801	0.04323	0.03617	0.04850	0.06937	0.02238	0.05862	0.06393	0.02441	0.09370	0.08309	0.01511	0.07467	0.06968	0.00543	-0.02198	0.01758	-0.01663	0.03885	0.07906	-0.01063	-0.08349	-0.01870	-0.00198	-0.01832	0.07546	0.01991	0.00373	-0.00507	0.04190	-0.03230	0.06470	0.02175	0.00359	-0.00542	0.04552	-0.02324	0.06370
408	0.01457	0.04211	0.06532	0.00652	0.07396	0.09976	0.08935	0.03397	0.10670	-0.00622	0.09203	0.10969	0.04041	0.02978	0.07072	-0.00435	0.11123	0.10901	0.01694	0.03833	0.03612	0.04385	0.04838	0.05894	0.02595	0.06287	0.05029	0.03363	0.09321	0.07725	0.01311	0.05338	0.07474	-0.00494	-0.02193	0.03217	-0.00608	0.02097	0.07897	-0.02910	-0.06950	0.00271	0.02178	-0.02912	0.07876	0.01894	0.00262	0.01934	0.04285	-0.04593	0.06518	0.02070	0.00247	0.01944	0.04635	-0.03689	0.06233
409	0.01936	0.04720	0.06207	0.02181	0.07128	0.05043	0.10187	-0.01321	0.08978	0.05735	0.14696	0.08870	0.03007	-0.00657	0.07720	-0.00769	0.15810	0.10985	0.04710	0.00789	0.04962	0.04320	0.06804	0.05688	0.02416	0.08456	0.04632	0.04053	0.09524	0.06635	0.01223	0.04802	0.07221	-0.00722	-0.00542	0.04110	0.00266	0.02000	0.07385	-0.03659	-0.04943	0.01676	0.03675	-0.02630	0.07563	0.00664	-0.00169	0.03265	0.03961	-0.04928	0.05630	0.00828	-0.00185	0.03334	0.04289	-0.04053	0.05204
410	0.02256	0.05462	0.05399	0.03574	0.07862	0.05026	0.06129	-0.04565	0.06835	0.12381	0.17391	0.06520	0.00594	-0.03402	0.07855	0.01406	0.17439	0.09809	0.04745	-0.01313	0.06612	0.03074	0.08260	0.05445	0.01726	0.09680	0.04411	0.04012	0.09072	0.05215	0.01592	0.06341	0.06301	0.00024	0.01598	0.04161	0.00935	0.03827	0.06419	-0.03018	-0.03615	0.01624	0.03925	-0.01822	0.06693	0.00112	0.00115	0.02701	0.03666	-0.04810	0.04370	0.00244	0.00103	0.02736	0.04011	-0.03867	0.03917
411	0.02231	0.05454	0.04452	0.06524	0.07736	0.07902	0.00193	-0.04160	0.05999	0.13322	0.14177	0.06356	-0.01247	-0.03742	0.06917	0.02619	0.14199	0.07972	0.01229	-0.01268	0.07357	0.01439	0.07774	0.04420	0.01014	0.08787	0.03468	0.03484	0.07807	0.03920	0.02358	0.08413	0.05443	0.00781	0.02555	0.03862	0.01407	0.05491	0.05250	-0.02465	-0.03603	0.00793	0.03774	-0.01974	0.05536	0.00595	0.01125	0.01074	0.04128	-0.05138	0.03227	0.00748	0.01114	0.00957	0.04492	-0.04124	0.02844
