	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d
1408	0.00007	-0.00010	0.00010	0.00313	-0.00451	0.00481	0.12963	-0.01988	-0.07147	-0.00099	0.01390	-0.00522	0.00079	-0.00181	0.00045	0.00046	-0.00123	-0.00263	-0.00107	-0.00200	0.00327	0.00048	-0.00091	0.00240	0.00041	-0.00043	0.00119	0.00536	0.02339	-0.00195	0.01654	0.09162	-0.00209	0.00849	-0.02536	0.00674	0.00023	0.00160	0.00166	0.00023	0.00160	0.00166	0.00001	0.00001	0.00000	0.01083	0.05438	0.01588	-0.04213	0.02841	0.00296	0.00034	0.00148	-0.00169	0.00034	0.00148	-0.00169	0.00000	0.00003	-0.00001	0.41936	2.10357	0.03868
1409	0.00024	-0.00017	0.00005	0.01138	-0.00730	0.00280	0.08546	0.02138	-0.06366	-0.00155	0.01550	-0.00666	0.00098	-0.00110	-0.00061	0.00086	-0.00097	-0.00267	0.00046	-0.00469	0.00136	-0.00079	-0.00084	0.00105	0.00070	0.00013	0.00119	0.00422	0.02083	-0.00325	0.01819	0.09907	0.02199	0.00991	-0.02457	0.00966	0.00000	0.00231	0.00137	0.00000	0.00231	0.00137	0.00001	0.00001	0.00000	0.02145	0.06149	0.00395	-0.04813	0.03068	0.00115	0.00073	0.00113	0.00043	0.00073	0.00113	0.00043	-0.00000	0.00002	-0.00000	0.00249	2.13972	0.03171
1410	0.00033	-0.00002	0.00006	0.01553	-0.00157	0.00243	0.05895	0.04216	-0.02387	-0.00187	0.01723	-0.00808	0.00081	-0.00058	-0.00188	0.00095	-0.00069	-0.00217	0.00071	-0.00475	-0.00089	-0.00209	-0.00186	-0.00020	0.00096	0.00023	0.00136	0.00481	0.01746	-0.00358	0.01040	0.10092	0.03346	0.01200	-0.02336	0.01025	-0.00026	0.00242	0.00119	-0.00026	0.00242	0.00119	0.00000	0.00001	0.00000	0.02251	0.06447	-0.01189	-0.05169	0.03292	-0.00054	0.00031	0.00119	0.00115	0.00031	0.00119	0.00115	-0.00000	0.00002	0.00000	-0.31157	2.21490	0.03208
1411	0.00035	0.00020	0.00011	0.01623	0.00688	0.00419	0.07433	0.03887	0.01932	-0.00139	0.01725	-0.00829	0.00098	0.00015	-0.00260	0.00064	-0.00009	-0.00140	-0.00048	-0.00274	-0.00155	-0.00278	-0.00246	-0.00053	0.00091	0.00013	0.00147	0.00456	0.01563	-0.00205	-0.00768	0.09240	0.02812	0.01352	-0.02229	0.00832	-0.00038	0.00174	0.00114	-0.00038	0.00174	0.00114	-0.00000	0.00001	0.00000	0.01008	0.06839	-0.02904	-0.05060	0.03342	-0.00240	-0.00054	0.00150	0.00024	-0.00054	0.00150	0.00024	-0.00001	0.00003	-0.00000	-0.52940	2.16592	0.06362
1412	0.00039	0.00023	0.00020	0.01809	0.00768	0.00792	0.12897	0.02245	0.02110	-0.00101	0.01547	-0.00762	0.00154	0.00143	-0.00275	0.00023	0.00083	-0.00081	-0.00197	-0.00047	0.00024	-0.00258	-0.00104	0.00041	0.00045	0.00021	0.00105	0.00137	0.01611	0.00003	-0.02707	0.07620	0.01095	0.01412	-0.02143	0.00486	-0.00035	0.00071	0.00108	-0.00035	0.00071	0.00108	-0.00001	0.00002	0.00000	-0.01765	0.06975	-0.03844	-0.04545	0.03169	-0.00336	-0.00110	0.00173	-0.00185	-0.00110	0.00173	-0.00185	-0.00002	0.00003	-0.00001	-0.71161	1.95939	0.08941
1413	0.00042	0.00002	0.00026	0.01956	-0.00113	0.01124	0.19127	0.00554	-0.03044	-0.00161	0.01338	-0.00707	0.00176	0.00262	-0.00273	0.00036	0.00138	-0.00063	-0.00214	0.00031	0.00319	-0.00191	0.00211	0.00232	-0.00025	0.00046	-0.00003	-0.00320	0.01695	0.00040	-0.03579	0.06083	-0.00941	0.01377	-0.02038	0.00131	-0.00037	0.00011	0.00089	-0.00037	0.00011	0.00089	-0.00001	0.00002	0.00000	-0.05666	0.06178	-0.03370	-0.03771	0.02931	-0.00208	-0.00183	0.00192	-0.00418	-0.00183	0.00192	-0.00418	-0.00003	0.00003	-0.00002	-0.86510	1.65913	0.06184
1414	0.00032	-0.00022	0.00022	0.01522	-0.01049	0.01069	0.21450	-0.00456	-0.09568	-0.00251	0.01204	-0.00699	0.00123	0.00249	-0.00290	0.00098	0.00098	-0.00052	-0.00071	-0.00089	0.00496	-0.00155	0.00429	0.00428	-0.00072	0.00028	-0.00123	-0.00456	0.01600	-0.00195	-0.03087	0.05370	-0.02455	0.01259	-0.01935	-0.00091	-0.00049	0.00045	0.00058	-0.00049	0.00045	0.00058	-0.00001	0.00002	0.00000	-0.09823	0.04870	-0.02255	-0.02832	0.02854	0.00053	-0.00390	0.00231	-0.00561	-0.00390	0.00231	-0.00561	-0.00003	0.00003	-0.00002	-0.98904	1.35662	-0.00514
1415	0.00014	-0.00029	0.00012	0.00690	-0.01233	0.00631	0.18545	-0.00911	-0.13505	-0.00201	0.01124	-0.00671	0.00065	0.00086	-0.00310	0.00116	0.00008	-0.00022	0.00089	-0.00292	0.00430	-0.00199	0.00337	0.00515	-0.00065	-0.00049	-0.00165	-0.00028	0.01288	-0.00570	-0.02300	0.05539	-0.03182	0.01105	-0.01929	-0.00142	-0.00056	0.00161	0.00028	-0.00056	0.00161	0.00028	-0.00001	0.00001	0.00000	-0.13690	0.04184	-0.01542	-0.01882	0.02887	0.00238	-0.00721	0.00299	-0.00557	-0.00721	0.00299	-0.00557	-0.00002	0.00001	-0.00002	-1.16114	1.13256	-0.05756
1416	0.00007	-0.00021	0.00004	0.00373	-0.00892	0.00244	0.13584	-0.01105	-0.15388	0.00019	0.01027	-0.00558	0.00086	-0.00089	-0.00281	0.00042	-0.00035	0.00011	0.00138	-0.00385	0.00199	-0.00312	0.00083	0.00442	-0.00041	-0.00101	-0.00094	0.00590	0.00853	-0.00813	-0.02210	0.05880	-0.03446	0.00927	-0.02003	-0.00104	-0.00040	0.00289	0.00002	-0.00040	0.00289	0.00002	0.00001	-0.00000	-0.00000	-0.16899	0.04470	-0.01270	-0.01221	0.02681	0.00253	-0.00988	0.00381	-0.00466	-0.00988	0.00381	-0.00466	-0.00001	-0.00000	-0.00001	-1.45446	1.00536	-0.07051
1417	0.00020	-0.00014	0.00004	0.00949	-0.00633	0.00246	0.09402	-0.01453	-0.16887	0.00204	0.00887	-0.00408	0.00152	-0.00145	-0.00203	-0.00057	-0.00008	0.00030	0.00095	-0.00263	-0.00050	-0.00419	-0.00039	0.00264	-0.00042	-0.00042	0.00044	0.00776	0.00476	-0.00821	-0.02267	0.05281	-0.03417	0.00688	-0.01926	-0.00074	-0.00010	0.00331	-0.00030	-0.00010	0.00331	-0.00030	0.00001	-0.00001	-0.00000	-0.18674	0.05082	-0.01134	-0.01141	0.02060	0.00140	-0.01003	0.00441	-0.00354	-0.01003	0.00441	-0.00354	0.00000	-0.00000	-0.00001	-1.78111	0.92031	-0.06518
1418	0.00036	-0.00010	0.00011	0.01710	-0.00497	0.00533	0.06384	-0.02869	-0.16558	0.00184	0.00757	-0.00334	0.00166	-0.00119	-0.00147	-0.00103	0.00026	0.00036	0.00046	-0.00046	-0.00198	-0.00426	-0.00002	0.00098	-0.00041	0.00080	0.00178	0.00383	0.00327	-0.00768	-0.01481	0.03354	-0.03006	0.00452	-0.01522	-0.00096	0.00008	0.00233	-0.00065	0.00008	0.00233	-0.00065	0.00001	-0.00000	-0.00000	-0.18536	0.05403	-0.01101	-0.01600	0.01313	-0.00005	-0.00749	0.00417	-0.00204	-0.00749	0.00417	-0.00204	0.00001	0.00001	-0.00001	-1.93578	0.80755	-0.06171
1419	0.00039	-0.00003	0.00017	0.01840	-0.00253	0.00741	0.05069	-0.05070	-0.12656	0.00065	0.00735	-0.00380	0.00109	-0.00113	-0.00179	-0.00093	0.00016	0.00039	0.00034	0.00033	-0.00180	-0.00301	0.00051	0.00020	-0.00025	0.00155	0.00260	-0.00236	0.00368	-0.00768	-0.00037	0.01251	-0.02528	0.00344	-0.00947	-0.00179	-0.00006	0.00053	-0.00090	-0.00006	0.00053	-0.00090	0.00000	0.00000	-0.00000	-0.17089	0.05631	-0.01046	-0.02090	0.00851	-0.00100	-0.00347	0.00261	0.00003	-0.00347	0.00261	0.00003	0.00000	0.00001	-0.00000	-1.83568	0.64104	-0.03635
1420	0.00030	0.00002	0.00014	0.01396	-0.00038	0.00622	0.06798	-0.05960	-0.06864	0.00034	0.00842	-0.00489	0.00069	-0.00116	-0.00285	-0.00043	-0.00009	0.00050	0.00089	-0.00096	-0.00038	-0.00140	0.00121	0.00027	-0.00054	0.00152	0.00247	-0.00764	0.00388	-0.00694	0.01142	0.00410	-0.02356	0.00360	-0.00505	-0.00276	-0.00025	-0.00109	-0.00105	-0.00025	-0.00109	-0.00105	-0.00001	0.00001	-0.00000	-0.15458	0.06334	-0.00786	-0.02032	0.00690	-0.00150	0.00069	0.00011	0.00186	0.00069	0.00011	0.00186	-0.00000	0.00000	0.00001	-1.62483	0.44439	0.04700
1421	0.00021	-0.00001	0.00008	0.00998	-0.00121	0.00331	0.11722	-0.04551	-0.02583	0.00085	0.00933	-0.00560	0.00113	-0.00029	-0.00374	0.00054	-0.00001	0.00039	0.00219	-0.00251	0.00059	-0.00101	0.00268	0.00088	-0.00131	0.00114	0.00127	-0.01107	0.00251	-0.00425	0.01371	0.00563	-0.02232	0.00378	-0.00279	-0.00312	-0.00003	-0.00203	-0.00121	-0.00003	-0.00203	-0.00121	-0.00001	0.00001	-0.00000	-0.14439	0.07257	-0.00327	-0.01289	0.00493	-0.00193	0.00404	-0.00208	0.00254	0.00404	-0.00208	0.00254	-0.00000	-0.00001	0.00001	-1.47956	0.24351	0.16349
1422	0.00021	-0.00010	0.00005	0.01017	-0.00449	0.00272	0.18300	-0.02120	-0.02180	0.00124	0.00826	-0.00512	0.00189	0.00148	-0.00384	0.00177	0.00033	-0.00034	0.00354	-0.00263	-0.00014	-0.00230	0.00357	0.00189	-0.00153	0.00062	-0.00026	-0.01215	-0.00046	-0.00068	0.00567	-0.00053	-0.01868	0.00302	-0.00106	-0.00308	0.00050	-0.00230	-0.00132	0.00050	-0.00230	-0.00132	-0.00000	0.00001	-0.00000	-0.14483	0.07173	0.00294	-0.00160	0.00047	-0.00198	0.00600	-0.00295	0.00216	0.00600	-0.00295	0.00216	0.00000	-0.00001	0.00001	-1.40161	0.01532	0.22696
1423	0.00028	-0.00016	0.00011	0.01356	-0.00746	0.00524	0.24282	-0.00053	-0.06272	0.00175	0.00539	-0.00350	0.00185	0.00247	-0.00333	0.00243	0.00036	-0.00140	0.00384	-0.00201	-0.00181	-0.00396	0.00200	0.00294	-0.00048	-0.00013	-0.00105	-0.01097	-0.00398	0.00207	-0.00488	-0.02662	-0.01144	0.00107	0.00227	-0.00315	0.00081	-0.00204	-0.00124	0.00081	-0.00204	-0.00124	0.00001	-0.00000	-0.00000	-0.15669	0.05421	0.00572	0.01025	-0.00475	-0.00160	0.00672	-0.00284	0.00160	0.00672	-0.00284	0.00160	0.00001	-0.00000	0.00000	-1.28911	-0.27818	0.18896
1424	0.00036	-0.00018	0.00014	0.01697	-0.00830	0.00673	0.27265	0.01254	-0.13164	0.00316	0.00274	-0.00155	0.00078	0.00097	-0.00258	0.00198	-0.00040	-0.00198	0.00295	-0.00217	-0.00264	-0.00435	-0.00136	0.00331	0.00112	-0.00087	-0.00061	-0.00928	-0.00610	0.00397	-0.00669	-0.06543	0.00283	-0.00141	0.00786	-0.00285	0.00063	-0.00170	-0.00113	0.00063	-0.00170	-0.00113	0.00001	-0.00001	-0.00000	-0.17090	0.02923	-0.00448	0.02041	-0.00784	-0.00204	0.00688	-0.00282	0.00153	0.00688	-0.00282	0.00153	0.00001	-0.00000	0.00000	-1.12929	-0.60466	0.10349
1425	0.00038	-0.00016	0.00007	0.01824	-0.00724	0.00367	0.25476	0.01646	-0.19231	0.00504	0.00178	-0.00017	-0.00021	-0.00234	-0.00176	0.00075	-0.00156	-0.00170	0.00158	-0.00290	-0.00194	-0.00304	-0.00365	0.00258	0.00180	-0.00100	0.00068	-0.00835	-0.00607	0.00590	0.00192	-0.09506	0.02087	-0.00329	0.01348	-0.00183	0.00024	-0.00173	-0.00117	0.00024	-0.00173	-0.00117	0.00000	-0.00001	-0.00000	-0.17102	0.01151	-0.02221	0.02630	-0.00860	-0.00346	0.00658	-0.00318	0.00192	0.00658	-0.00318	0.00192	0.00001	-0.00001	0.00001	-0.99459	-0.87343	0.06448
1426	0.00038	-0.00014	-0.00005	0.01825	-0.00598	-0.00182	0.19619	0.00705	-0.21272	0.00609	0.00242	0.00013	0.00007	-0.00473	-0.00108	-0.00050	-0.00199	-0.00098	0.00045	-0.00284	-0.00043	-0.00108	-0.00292	0.00116	0.00091	-0.00039	0.00171	-0.00722	-0.00527	0.00740	0.01264	-0.10121	0.03082	-0.00412	0.01601	-0.00087	0.00007	-0.00210	-0.00110	0.00007	-0.00210	-0.00110	-0.00000	-0.00001	-0.00000	-0.14897	0.00835	-0.02716	0.02577	-0.00903	-0.00414	0.00550	-0.00328	0.00234	0.00550	-0.00328	0.00234	0.00001	-0.00002	0.00001	-0.90201	-1.02823	0.11113
1427	0.00040	-0.00016	-0.00010	0.01938	-0.00626	-0.00390	0.13342	-0.01266	-0.18404	0.00591	0.00373	-0.00064	0.00148	-0.00443	-0.00105	-0.00125	-0.00119	-0.00038	0.00004	-0.00181	0.00060	-0.00012	0.00000	-0.00018	-0.00069	0.00047	0.00153	-0.00540	-0.00460	0.00695	0.02090	-0.09487	0.02789	-0.00479	0.01574	-0.00081	0.00015	-0.00245	-0.00052	0.00015	-0.00245	-0.00052	-0.00000	-0.00002	-0.00000	-0.11227	0.01562	-0.01383	0.01937	-0.01005	-0.00331	0.00417	-0.00268	0.00236	0.00417	-0.00268	0.00236	0.00001	-0.00002	0.00001	-0.79562	-1.08694	0.21135
1428	0.00046	-0.00019	-0.00001	0.02206	-0.00829	0.00011	0.09961	-0.02389	-0.11715	0.00527	0.00451	-0.00190	0.00289	-0.00217	-0.00207	-0.00125	0.00018	-0.00003	0.00103	-0.00069	-0.00023	-0.00078	0.00253	-0.00086	-0.00181	0.00087	0.00036	-0.00445	-0.00386	0.00508	0.03028	-0.09793	0.02041	-0.00641	0.01610	-0.00153	0.00020	-0.00247	0.00041	0.00020	-0.00247	0.00041	-0.00000	-0.00002	0.00000	-0.07360	0.01836	0.00277	0.01047	-0.01018	-0.00173	0.00370	-0.00185	0.00175	0.00370	-0.00185	0.00175	0.00002	-0.00002	0.00001	-0.64827	-1.09803	0.31161
1429	0.00051	-0.00021	0.00012	0.02448	-0.01001	0.00602	0.08985	-0.01284	-0.03566	0.00472	0.00337	-0.00256	0.00325	0.00031	-0.00359	-0.00060	0.00114	0.00020	0.00344	0.00032	-0.00330	-0.00211	0.00265	-0.00062	-0.00200	0.00042	-0.00068	-0.00558	-0.00353	0.00481	0.04392	-0.11453	0.02176	-0.00895	0.01887	-0.00165	0.00008	-0.00210	0.00111	0.00008	-0.00210	0.00111	-0.00000	-0.00002	0.00000	-0.03907	0.00466	0.01006	0.00254	-0.00734	0.00005	0.00437	-0.00159	0.00081	0.00437	-0.00159	0.00081	0.00002	-0.00001	0.00000	-0.51491	-1.08992	0.39079
1430	0.00054	-0.00019	0.00017	0.02561	-0.00913	0.00794	0.07544	0.00914	0.02450	0.00408	0.00021	-0.00187	0.00241	0.00180	-0.00424	0.00026	0.00128	0.00024	0.00562	0.00146	-0.00659	-0.00281	0.00063	0.00025	-0.00136	-0.00052	-0.00093	-0.00761	-0.00433	0.00732	0.05973	-0.13067	0.03702	-0.01201	0.02252	0.00016	0.00010	-0.00158	0.00121	0.00010	-0.00158	0.00121	-0.00000	-0.00000	0.00000	-0.01024	-0.01653	0.00953	-0.00312	-0.00225	0.00166	0.00563	-0.00216	0.00006	0.00563	-0.00216	0.00006	0.00001	-0.00000	-0.00000	-0.47187	-1.08137	0.46119
1431	0.00057	-0.00013	0.00012	0.02696	-0.00669	0.00541	0.04652	0.02832	0.03505	0.00335	-0.00276	-0.00038	0.00120	0.00180	-0.00339	0.00078	0.00076	0.00001	0.00537	0.00198	-0.00696	-0.00259	-0.00130	0.00099	-0.00023	-0.00099	-0.00059	-0.00871	-0.00524	0.01036	0.07095	-0.13802	0.05391	-0.01521	0.02499	0.00272	0.00042	-0.00115	0.00089	0.00042	-0.00115	0.00089	0.00000	0.00001	0.00000	0.01141	-0.02627	0.00748	-0.00713	0.00146	0.00234	0.00684	-0.00296	-0.00036	0.00684	-0.00296	-0.00036	0.00000	-0.00000	-0.00000	-0.51415	-1.10421	0.52698
1432	0.00064	-0.00013	0.00005	0.03059	-0.00646	0.00246	0.02037	0.05408	0.00665	0.00272	-0.00325	0.00072	0.00054	0.00038	-0.00162	0.00085	-0.00014	-0.00036	0.00262	0.00119	-0.00388	-0.00203	-0.00134	0.00105	0.00078	-0.00043	-0.00017	-0.00880	-0.00441	0.01168	0.06882	-0.14421	0.05490	-0.01694	0.02604	0.00286	0.00069	-0.00086	0.00056	0.00069	-0.00086	0.00056	0.00001	0.00001	0.00000	0.02476	-0.02270	0.00575	-0.01006	0.00115	0.00175	0.00744	-0.00311	-0.00080	0.00744	-0.00311	-0.00080	-0.00000	0.00000	-0.00000	-0.54918	-1.17426	0.56740
1433	0.00075	-0.00020	0.00003	0.03563	-0.00915	0.00157	0.01233	0.09780	-0.02067	0.00223	-0.00128	0.00078	0.00040	-0.00175	-0.00013	0.00088	-0.00125	-0.00075	-0.00001	-0.00006	-0.00040	-0.00164	0.00020	0.00056	0.00102	0.00054	-0.00007	-0.00760	-0.00233	0.01063	0.05085	-0.15873	0.03993	-0.01506	0.02663	-0.00054	0.00042	-0.00058	0.00053	0.00042	-0.00058	0.00053	0.00000	0.00000	0.00000	0.02602	-0.02033	0.00631	-0.01116	-0.00233	0.00106	0.00683	-0.00238	-0.00111	0.00683	-0.00238	-0.00111	0.00000	0.00001	-0.00001	-0.52033	-1.26639	0.55447
1434	0.00081	-0.00024	0.00002	0.03863	-0.01086	0.00158	0.01592	0.13932	-0.02426	0.00207	0.00141	-0.00024	0.00022	-0.00305	-0.00021	0.00122	-0.00208	-0.00095	0.00010	-0.00055	0.00029	-0.00156	0.00194	-0.00003	0.00022	0.00102	-0.00039	-0.00347	-0.00120	0.00719	0.02735	-0.17908	0.02677	-0.01003	0.02695	-0.00477	-0.00037	-0.00016	0.00082	-0.00037	-0.00016	0.00082	-0.00000	-0.00001	0.00000	0.01203	-0.02787	0.01205	-0.00938	-0.00606	0.00162	0.00485	-0.00143	-0.00051	0.00485	-0.00143	-0.00051	0.00002	0.00000	-0.00000	-0.47196	-1.33274	0.46945
1435	0.00079	-0.00018	0.00002	0.03733	-0.00845	0.00126	0.00730	0.14083	-0.01924	0.00262	0.00306	-0.00169	0.00004	-0.00221	-0.00213	0.00156	-0.00186	-0.00080	0.00275	-0.00075	-0.00157	-0.00156	0.00304	-0.00045	-0.00128	0.00077	-0.00084	0.00301	-0.00097	0.00246	0.01541	-0.19468	0.02476	-0.00573	0.02602	-0.00666	-0.00107	0.00021	0.00106	-0.00107	0.00021	0.00106	-0.00001	-0.00003	0.00000	-0.00852	-0.04198	0.01766	-0.00519	-0.00789	0.00292	0.00229	-0.00085	0.00095	0.00229	-0.00085	0.00095	0.00003	-0.00001	0.00000	-0.44302	-1.33360	0.31566
1436	0.00069	-0.00006	0.00003	0.03248	-0.00338	0.00113	-0.03419	0.10200	-0.02826	0.00382	0.00281	-0.00236	0.00000	-0.00014	-0.00424	0.00129	-0.00069	-0.00037	0.00552	-0.00185	-0.00295	-0.00117	0.00361	-0.00047	-0.00281	0.00022	-0.00106	0.00818	0.00003	-0.00153	0.02216	-0.19776	0.02451	-0.00545	0.02303	-0.00601	-0.00104	0.00028	0.00085	-0.00104	0.00028	0.00085	-0.00001	-0.00002	0.00000	-0.01790	-0.05609	0.01266	-0.00089	-0.00727	0.00322	0.00020	-0.00048	0.00199	0.00020	-0.00048	0.00199	0.00003	-0.00002	0.00001	-0.38732	-1.27695	0.13828
1437	0.00055	0.00004	0.00003	0.02582	0.00076	0.00093	-0.09857	0.07451	-0.05256	0.00505	0.00125	-0.00171	-0.00028	0.00054	-0.00477	0.00027	0.00016	0.00013	0.00637	-0.00354	-0.00216	-0.00030	0.00369	-0.00007	-0.00363	-0.00019	-0.00080	0.00891	0.00189	-0.00322	0.03580	-0.18826	0.01908	-0.00800	0.01879	-0.00446	-0.00034	0.00026	0.00026	-0.00034	0.00026	0.00026	-0.00000	-0.00001	0.00000	-0.00358	-0.06485	-0.00638	0.00062	-0.00467	0.00158	-0.00084	-0.00006	0.00168	-0.00084	-0.00006	0.00168	0.00002	-0.00001	0.00001	-0.24851	-1.22613	0.00787
