	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d
283	-4.00257	-3.03798	-16.57304	-1.08847	5.67632	-86.02056	0.67349	-4.41397	-16.26897	-0.79126	1.40127	-86.03892	0.67349	-4.41397	-16.26897	-0.79126	1.40127	-86.03892	10.75403	-1.59785	-32.51291	-9.45284	13.64594	-60.56744	13.94118	-3.60623	-32.36860	-4.37269	0.50443	-60.95141	-7.44873	7.27216	-44.04740	-0.82013	6.27922	-37.58661	8.49704	-2.18733	-23.05949	-11.78371	6.38130	-22.30746	5.01948	23.19002	-24.20663	-2.90093	-9.46118	-13.08924	43.43311	1.80957	-96.01500	56.81846	-16.04479	69.52367	50.97335	16.46708	-97.98585	56.84049	-19.52248	69.56387
284	-4.21886	-3.02157	-16.58285	-0.86331	5.78328	-85.95621	0.66222	-4.45817	-16.26426	-0.55701	1.44774	-85.97554	0.66222	-4.45817	-16.26426	-0.55701	1.44774	-85.97554	10.75366	-1.57245	-32.61752	-9.46011	13.64211	-60.36860	13.98165	-3.58202	-32.47370	-4.36483	0.53454	-60.75381	-7.42980	7.26004	-44.08085	-0.82924	6.33199	-37.60933	8.28788	-2.00883	-23.11604	-11.99182	6.56832	-22.29854	5.25930	23.04527	-23.94482	-2.86917	-9.42126	-13.17337	43.25450	2.19696	-95.14451	56.69140	-16.10079	69.13956	51.05670	16.49275	-97.22282	56.41594	-20.25743	69.09549
285	-4.33375	-2.74222	-16.74266	-0.66719	5.66053	-85.89022	0.77884	-4.26323	-16.43007	-0.36813	1.49616	-85.90889	0.77884	-4.26323	-16.43007	-0.36813	1.49616	-85.90889	10.74024	-1.55909	-32.72397	-9.48459	13.62672	-60.22601	14.06158	-3.55898	-32.57927	-4.30934	0.56784	-60.62959	-7.47526	7.33249	-44.13987	-0.86522	6.35671	-37.73354	8.05210	-1.80095	-23.07614	-12.24170	6.74948	-22.18831	5.45664	23.06915	-23.96085	-2.91861	-9.30163	-13.42312	43.15823	2.38887	-92.85806	56.54470	-16.25434	68.75973	51.39066	16.17366	-95.08858	56.49334	-20.70996	68.79568
286	-4.47548	-2.18522	-16.84395	-0.60118	5.56560	-85.88973	1.04406	-3.84008	-16.55361	-0.30828	1.48757	-85.90776	1.04406	-3.84008	-16.55361	-0.30828	1.48756	-85.90776	10.70466	-1.59307	-32.90955	-9.50749	13.61674	-60.19643	14.12287	-3.56487	-32.76242	-4.26261	0.57830	-60.61653	-7.56741	7.42884	-44.14842	-0.90185	6.35491	-37.87151	8.00841	-1.68660	-22.98068	-12.30366	6.82361	-22.05824	5.56459	23.19105	-24.10679	-2.97584	-9.16404	-13.73377	43.14311	2.44046	-90.82480	56.49857	-16.44925	68.91751	51.64994	16.05184	-93.17287	56.52754	-20.90549	68.97511
287	-4.60947	-1.61711	-16.78506	-0.69477	5.68590	-85.92086	1.31535	-3.38960	-16.52602	-0.38926	1.39924	-85.93974	1.31535	-3.38960	-16.52602	-0.38926	1.39924	-85.93974	10.64784	-1.66212	-33.17551	-9.51333	13.61323	-60.18936	14.14679	-3.59060	-33.02532	-4.25991	0.57846	-60.61139	-7.63586	7.46706	-44.09837	-0.91748	6.34065	-37.95125	8.16635	-1.68579	-22.84193	-12.16535	6.77621	-21.92697	5.57764	23.28695	-24.15230	-2.98861	-9.10231	-13.94489	43.18042	2.46397	-89.88731	56.59118	-16.59613	69.52119	51.49670	16.25697	-92.23363	55.97543	-21.36027	69.35076
288	-4.61139	-1.31451	-16.64004	-0.82126	5.97903	-85.92131	1.44685	-3.11208	-16.40582	-0.48803	1.30191	-85.94249	1.44685	-3.11208	-16.40582	-0.48803	1.30191	-85.94249	10.59192	-1.72143	-33.42909	-9.51197	13.60401	-60.14625	14.15093	-3.60619	-33.27693	-4.28410	0.59241	-60.56319	-7.66529	7.42952	-44.04369	-0.91812	6.31351	-37.94839	8.36516	-1.74392	-22.70077	-11.98398	6.67265	-21.81411	5.51947	23.33446	-24.05151	-2.97914	-9.13236	-14.04557	43.23341	2.51360	-89.92228	56.68567	-16.69436	69.94638	51.07540	16.50397	-92.16564	55.05863	-22.15461	69.41621
289	-4.43510	-1.26157	-16.54753	-0.76373	6.18926	-85.90691	1.43588	-2.99416	-16.32933	-0.41534	1.31601	-85.92974	1.43588	-2.99416	-16.32933	-0.41534	1.31600	-85.92974	10.56223	-1.73672	-33.49089	-9.53387	13.57912	-60.18412	14.15320	-3.60363	-33.33819	-4.29186	0.62595	-60.60998	-7.70900	7.38926	-44.02322	-0.93563	6.26250	-37.89172	8.43793	-1.81007	-22.60415	-11.92205	6.57704	-21.74612	5.43250	23.38910	-23.94432	-2.99815	-9.17706	-14.12678	43.27250	2.56513	-90.48148	56.63301	-16.78523	69.91104	50.76620	16.51862	-92.61331	54.38531	-22.83827	69.15516
290	-4.12466	-1.37430	-16.56514	-0.48449	6.07863	-85.93452	1.32018	-2.98326	-16.35796	-0.15813	1.48337	-85.95606	1.32018	-2.98326	-16.35796	-0.15813	1.48337	-85.95606	10.55891	-1.70091	-33.25936	-9.58500	13.54369	-60.39081	14.15516	-3.59799	-33.10643	-4.27709	0.66643	-60.84327	-7.75059	7.38541	-44.02374	-0.98736	6.20387	-37.81984	8.33936	-1.87589	-22.54928	-12.02565	6.49626	-21.71742	5.33286	23.47074	-23.90435	-3.06347	-9.18668	-14.21968	43.32466	2.56648	-91.06691	56.42152	-16.86984	69.75591	50.71461	16.23649	-93.12032	54.26147	-23.11556	69.03552
291	-3.94767	-1.70833	-16.60437	-0.19245	5.82371	-86.02551	1.13294	-3.21246	-16.38611	0.09578	1.67334	-86.04437	1.13294	-3.21246	-16.38611	0.09578	1.67334	-86.04437	10.55600	-1.63556	-32.94843	-9.62620	13.52766	-60.60300	14.15898	-3.60176	-32.79456	-4.27619	0.68576	-61.07383	-7.74235	7.39859	-44.00791	-1.05633	6.17139	-37.73575	8.17729	-1.96116	-22.52350	-12.18796	6.40736	-21.72298	5.22977	23.55581	-23.91569	-3.16007	-9.21575	-14.28876	43.43336	2.48657	-91.07095	56.13225	-16.94491	69.81390	50.74918	15.86743	-93.05746	54.56267	-23.00555	69.31580
292	-4.15572	-2.20879	-16.60950	-0.07628	5.75420	-86.13759	0.96143	-3.72135	-16.34461	0.19660	1.71070	-86.15536	0.96143	-3.72135	-16.34461	0.19660	1.71070	-86.15536	10.54362	-1.57984	-32.84214	-9.61966	13.55648	-60.64458	14.18253	-3.60263	-32.68726	-4.29832	0.67175	-61.10770	-7.73658	7.44496	-43.96389	-1.12000	6.16326	-37.65062	8.06835	-2.05531	-22.52025	-12.29370	6.31796	-21.75287	5.18179	23.63777	-24.01769	-3.25901	-9.33133	-14.33546	43.57093	2.34705	-89.95637	55.82582	-17.04715	69.88438	50.65682	15.71023	-91.88239	54.96647	-22.71017	69.64794
293	-4.42029	-2.59108	-16.70037	-0.12050	5.69043	-86.18246	0.86683	-4.16012	-16.38881	0.15273	1.59364	-86.19982	0.86684	-4.16012	-16.38881	0.15273	1.59364	-86.19982	10.54804	-1.56528	-32.85075	-9.57971	13.60987	-60.61837	14.23196	-3.56814	-32.69697	-4.30568	0.65910	-61.06715	-7.76351	7.53346	-43.92929	-1.17358	6.14730	-37.63465	7.99881	-2.10057	-22.48821	-12.36597	6.26439	-21.73852	5.23530	23.72690	-24.24027	-3.32104	-9.48772	-14.42322	43.67457	2.20660	-87.88343	55.53597	-17.20629	69.52573	50.54402	15.85850	-89.81268	55.08601	-22.56723	69.43764
294	-4.27297	-2.60716	-16.94278	-0.20874	5.32372	-86.11442	0.84675	-4.15049	-16.64081	0.05450	1.44613	-86.12997	0.84675	-4.15049	-16.64081	0.05450	1.44613	-86.12997	10.59113	-1.59893	-32.75777	-9.54847	13.64458	-60.65239	14.27626	-3.49675	-32.60788	-4.28215	0.68086	-61.10222	-7.74376	7.60985	-43.93179	-1.22012	6.11870	-37.73696	7.93095	-2.05500	-22.37664	-12.45110	6.26828	-21.61741	5.33839	23.80729	-24.47723	-3.32541	-9.55977	-14.59974	43.73380	2.10794	-85.82039	55.33454	-17.39450	68.84721	50.84571	16.28778	-87.92095	54.62038	-22.77723	68.65790
295	-3.94730	-2.29365	-17.21162	-0.30119	4.93310	-85.99524	0.90939	-3.78500	-16.95393	-0.04860	1.32387	-86.00903	0.90939	-3.78500	-16.95393	-0.04860	1.32387	-86.00903	10.65759	-1.65300	-32.67071	-9.53394	13.65258	-60.60027	14.28407	-3.43846	-32.52521	-4.26401	0.71664	-61.05356	-7.65949	7.64208	-43.92277	-1.25755	6.10823	-37.88939	7.91077	-1.93439	-22.22869	-12.49637	6.32981	-21.43570	5.41104	23.82879	-24.55087	-3.30897	-9.48756	-14.84480	43.77957	2.08205	-84.57011	55.29534	-17.56363	68.49642	51.78121	16.94304	-87.04562	53.69507	-23.25724	67.96481
296	-3.94421	-1.89782	-17.39393	-0.44541	4.95041	-85.91727	1.04899	-3.45021	-17.16081	-0.17978	1.22715	-85.93159	1.04900	-3.45021	-17.16081	-0.17978	1.22715	-85.93159	10.71200	-1.67667	-32.76210	-9.51639	13.66233	-60.32637	14.27276	-3.43078	-32.61871	-4.27002	0.72967	-60.76759	-7.62037	7.66618	-43.84636	-1.28192	6.13753	-37.97851	7.95777	-1.79056	-22.14375	-12.46664	6.43499	-21.30515	5.44985	23.75455	-24.34663	-3.33780	-9.33913	-15.10569	43.82275	2.18490	-84.10265	55.37581	-17.70602	68.65174	52.97663	17.56125	-87.01588	52.94458	-23.86995	67.78998
297	-4.28505	-1.61341	-17.52302	-0.61715	5.34520	-85.90155	1.21237	-3.33642	-17.28542	-0.31888	1.17973	-85.91853	1.21237	-3.33642	-17.28542	-0.31888	1.17973	-85.91853	10.73379	-1.64543	-32.92732	-9.50621	13.69849	-59.98553	14.28572	-3.45151	-32.78344	-4.25461	0.71139	-60.41468	-7.71597	7.73019	-43.73968	-1.29847	6.19487	-37.97782	7.99628	-1.67830	-22.16310	-12.42994	6.54694	-21.28396	5.49977	23.62507	-23.92164	-3.42780	-9.23583	-15.34989	43.85172	2.43804	-84.09039	55.42499	-17.85673	68.76753	53.81132	17.87984	-87.28892	52.93248	-24.47771	67.87920
298	-4.68169	-1.48560	-17.63363	-0.68686	5.82977	-85.91783	1.34032	-3.38510	-17.37747	-0.35443	1.16754	-85.93814	1.34032	-3.38510	-17.37747	-0.35443	1.16754	-85.93814	10.72828	-1.59329	-33.01071	-9.53038	13.76020	-59.79911	14.33220	-3.45296	-32.86600	-4.18024	0.66975	-60.23831	-7.90298	7.83536	-43.68956	-1.32386	6.24547	-37.94202	7.96283	-1.63401	-22.23997	-12.45464	6.61526	-21.34089	5.57123	23.53838	-23.52417	-3.53307	-9.22868	-15.57746	43.87413	2.72025	-84.40437	55.35027	-18.04334	68.54990	54.02936	18.03018	-87.67834	53.48259	-24.98149	67.91911
299	-4.88903	-1.50971	-17.67848	-0.58516	6.21456	-85.95028	1.38964	-3.49454	-17.40406	-0.22606	1.13672	-85.97333	1.38964	-3.49454	-17.40406	-0.22606	1.13672	-85.97333	10.71050	-1.57048	-33.04132	-9.57939	13.83228	-59.82088	14.38849	-3.41694	-32.89733	-4.08302	0.60946	-60.28457	-8.05512	7.91986	-43.71827	-1.36884	6.25209	-37.91607	7.88814	-1.67079	-22.30472	-12.51895	6.60336	-21.41487	5.63006	23.54802	-23.38995	-3.61221	-9.25208	-15.80680	43.92254	2.84291	-84.75729	55.21326	-18.24769	68.31553	53.90066	18.31256	-88.02430	53.85569	-25.39778	67.89928
300	-4.78409	-1.62890	-17.64395	-0.40440	6.45779	-85.99245	1.34688	-3.56253	-17.36598	-0.02932	1.09713	-86.01719	1.34688	-3.56253	-17.36598	-0.02932	1.09713	-86.01719	10.69396	-1.58163	-33.10607	-9.61829	13.90200	-59.97390	14.43811	-3.37557	-32.96330	-4.02447	0.53758	-60.45362	-8.10405	7.92440	-43.76088	-1.42156	6.20071	-37.89957	7.85092	-1.77387	-22.33207	-12.54827	6.51628	-21.47683	5.64692	23.63295	-23.50502	-3.66158	-9.21812	-16.05392	44.00652	2.77407	-84.60435	55.13560	-18.43937	68.46695	53.83696	18.64672	-87.89396	53.55280	-25.65688	67.95235
301	-4.39015	-1.77731	-17.58117	-0.30174	6.51103	-86.01971	1.22638	-3.54247	-17.32029	0.07189	1.13445	-86.04464	1.22638	-3.54247	-17.32029	0.07189	1.13445	-86.04464	10.69718	-1.59139	-33.14665	-9.62732	13.95229	-60.14734	14.46663	-3.36727	-33.00392	-4.02177	0.47359	-60.62569	-8.06214	7.85073	-43.77237	-1.46409	6.12008	-37.87399	7.88800	-1.88936	-22.34715	-12.50455	6.41328	-21.53156	5.63656	23.75941	-23.66602	-3.70125	-9.13466	-16.31861	44.09684	2.68008	-83.80791	55.16991	-18.62353	69.24130	53.99062	18.70081	-87.14182	52.69593	-25.58565	68.33475
302	-3.86425	-2.04666	-17.51319	-0.33187	6.25190	-86.01019	1.04280	-3.58287	-17.27205	0.01263	1.30780	-86.03294	1.04280	-3.58287	-17.27205	0.01263	1.30780	-86.03294	10.73028	-1.57976	-32.99176	-9.61656	13.96447	-60.24968	14.45103	-3.37407	-32.84932	-4.03731	0.43889	-60.72050	-7.93126	7.71813	-43.82082	-1.50017	6.06944	-37.84422	7.96782	-1.95010	-22.37165	-12.41897	6.36488	-21.57595	5.64765	23.89779	-23.71447	-3.76068	-9.08659	-16.59048	44.17252	2.71167	-82.92845	55.27598	-18.83256	70.36526	54.25145	18.44911	-86.28141	51.77695	-25.19765	69.00661
303	-3.49440	-2.54630	-17.43887	-0.42416	5.79149	-85.96678	0.83480	-3.89466	-17.19553	-0.12412	1.53370	-85.98596	0.83480	-3.89466	-17.19553	-0.12412	1.53370	-85.98596	10.76934	-1.55959	-32.64172	-9.61574	13.96253	-60.23560	14.39441	-3.35283	-32.50176	-4.02355	0.42045	-60.70675	-7.72000	7.55733	-43.97920	-1.53988	6.09752	-37.84591	8.03617	-1.93649	-22.37823	-12.35024	6.37993	-21.57738	5.69341	24.00296	-23.63503	-3.85243	-9.12304	-16.85965	44.24541	2.84371	-82.49281	55.36139	-19.08130	70.84509	54.47039	18.20204	-85.84322	51.31547	-24.71395	69.24506
304	-3.57940	-3.07191	-17.42357	-0.49782	5.60452	-85.90878	0.69025	-4.39831	-17.14529	-0.21240	1.61241	-85.92675	0.69025	-4.39831	-17.14529	-0.21240	1.61241	-85.92675	10.77685	-1.54214	-32.36655	-9.64090	14.01658	-60.14656	14.34590	-3.32085	-32.22899	-3.98149	0.36547	-60.62175	-7.52129	7.46538	-44.15419	-1.56535	6.21015	-37.90902	8.04178	-1.89674	-22.32821	-12.35310	6.39977	-21.51629	5.72448	24.05242	-23.51959	-3.96223	-9.21505	-17.11299	44.31494	2.95197	-82.28127	55.33952	-19.34514	69.86960	54.61932	18.20866	-85.65661	51.61943	-24.35925	68.40257
305	-4.12698	-3.20070	-17.54009	-0.52198	5.99819	-85.86891	0.69142	-4.70562	-17.20769	-0.19309	1.44108	-85.89027	0.69142	-4.70562	-17.20769	-0.19309	1.44108	-85.89027	10.74630	-1.52016	-32.36123	-9.67261	14.15842	-60.11021	14.35542	-3.33793	-32.22184	-3.95125	0.24365	-60.57848	-7.45071	7.54429	-44.17400	-1.55293	6.36329	-38.03670	7.94464	-1.89329	-22.25871	-12.45996	6.37879	-21.44957	5.72121	24.09275	-23.50713	-4.08504	-9.29942	-17.33985	44.34126	2.97550	-81.83699	55.23314	-19.58023	67.78896	54.71609	18.38715	-85.27329	52.50609	-24.29151	66.73542
306	-4.81456	-2.82383	-17.71996	-0.51922	6.72678	-85.87008	0.85161	-4.61206	-17.35219	-0.11594	1.13373	-85.89776	0.85161	-4.61206	-17.35219	-0.11594	1.13373	-85.89776	10.71102	-1.48403	-32.50282	-9.67832	14.33393	-60.17294	14.41010	-3.40926	-32.35770	-3.95083	0.08934	-60.61901	-7.51316	7.76258	-44.03934	-1.52507	6.47299	-38.21684	7.77224	-1.93755	-22.28964	-12.62638	6.34809	-21.49424	5.74612	24.20112	-23.67874	-4.23450	-9.31529	-17.55241	44.30156	2.96606	-81.37080	55.21039	-19.76920	65.84990	54.77406	18.40467	-84.84341	53.26017	-24.53255	65.12109
307	-5.31132	-2.35725	-17.80729	-0.56483	7.31832	-85.88892	1.08520	-4.38737	-17.43057	-0.10388	0.89235	-85.92197	1.08520	-4.38737	-17.43057	-0.10388	0.89235	-85.92197	10.71008	-1.43666	-32.58416	-9.64591	14.46570	-60.20740	14.44333	-3.47066	-32.43495	-3.96906	-0.03931	-60.62123	-7.59763	7.96312	-43.93344	-1.53084	6.45762	-38.42378	7.64726	-1.97988	-22.48547	-12.72256	6.37657	-21.69367	5.84682	24.37691	-23.92771	-4.40195	-9.22811	-17.78270	44.25229	3.00337	-81.52576	55.38760	-19.93269	65.11068	54.84764	18.03935	-84.95487	53.23478	-24.94187	64.29416
308	-5.47207	-2.16477	-17.72266	-0.70080	7.52526	-85.88651	1.26458	-4.29225	-17.34276	-0.22028	0.82907	-85.92158	1.26458	-4.29225	-17.34276	-0.22028	0.82907	-85.92158	10.74396	-1.40403	-32.58500	-9.59641	14.52350	-60.14083	14.40792	-3.48059	-32.43678	-3.99948	-0.12042	-60.52023	-7.62852	8.03721	-43.96318	-1.57246	6.31306	-38.60363	7.71527	-1.96507	-22.72207	-12.62202	6.47271	-21.91159	5.97648	24.49279	-23.97585	-4.54419	-9.06176	-18.05229	44.30182	3.11087	-82.42686	55.64050	-20.09297	65.54157	54.87421	17.47495	-85.72147	52.55619	-25.32970	64.32011
309	-5.32391	-2.11781	-17.48234	-0.84253	7.43002	-85.87211	1.33388	-4.19065	-17.11553	-0.37382	0.92226	-85.90630	1.33388	-4.19065	-17.11553	-0.37382	0.92225	-85.90630	10.77971	-1.41795	-32.61374	-9.57425	14.52737	-60.08001	14.31763	-3.47548	-32.46861	-4.03508	-0.18044	-60.43502	-7.65500	8.01855	-44.04121	-1.59632	6.13588	-38.68246	8.03060	-1.91753	-22.78988	-12.29903	6.54083	-21.95892	6.06494	24.41674	-23.61302	-4.62846	-8.88931	-18.34319	44.50317	3.27051	-83.66118	55.77740	-20.25975	66.09649	54.63843	17.10324	-86.74011	51.90008	-25.47705	64.52589
310	-4.97478	-2.06875	-17.13423	-0.84592	7.20890	-85.88953	1.28710	-3.97881	-16.80354	-0.40924	1.12206	-85.92130	1.28710	-3.97881	-16.80354	-0.40924	1.12205	-85.92130	10.80942	-1.46756	-32.66740	-9.61150	14.51846	-60.11937	14.20392	-3.50695	-32.52394	-4.05501	-0.25588	-60.46990	-7.72237	7.97455	-44.06114	-1.56832	6.04117	-38.62295	8.47347	-1.94335	-22.63416	-11.87702	6.46252	-21.82109	6.12834	24.18611	-22.95671	-4.66852	-8.77543	-18.59495	44.78413	3.47199	-84.98440	55.81636	-20.41832	65.87064	54.09061	17.06485	-87.79913	51.61563	-25.25391	64.16187
311	-4.55093	-2.16016	-16.77220	-0.66799	6.93409	-85.93650	1.13281	-3.85615	-16.47365	-0.27636	1.41428	-85.96504	1.13281	-3.85615	-16.47365	-0.27636	1.41428	-85.96504	10.86805	-1.50649	-32.61671	-9.69956	14.52970	-60.24171	14.07396	-3.56029	-32.47509	-4.04475	-0.35111	-60.60674	-7.77221	7.91711	-44.03719	-1.52554	6.06897	-38.47410	8.79612	-2.09157	-22.38584	-11.58326	6.23720	-21.63890	6.24838	23.97517	-22.39220	-4.70567	-8.74580	-18.74328	45.00416	3.68978	-86.17294	55.89602	-20.53330	65.06449	53.56902	17.18471	-88.77577	51.45573	-24.88916	63.25867
312	-4.30071	-2.36867	-16.56740	-0.43157	6.72665	-85.93545	0.97584	-3.92270	-16.27762	-0.07730	1.73704	-85.96162	0.97584	-3.92270	-16.27762	-0.07730	1.73704	-85.96162	10.96758	-1.51916	-32.48610	-9.80278	14.56879	-60.38818	13.94706	-3.57638	-32.34953	-4.00463	-0.44172	-60.77922	-7.75740	7.86139	-44.03317	-1.52950	6.17352	-38.34243	8.83534	-2.26728	-22.18940	-11.56468	6.00412	-21.51541	6.45328	23.87481	-22.17834	-4.77962	-8.80176	-18.77831	45.09207	3.85553	-86.65352	56.00857	-20.59749	64.57011	53.45934	17.32389	-89.21484	51.09816	-24.80120	62.55910
313	-4.42279	-2.41196	-16.65668	-0.31497	6.70609	-85.81369	0.94410	-4.00109	-16.35623	0.03009	1.98933	-85.83988	0.94410	-4.00109	-16.35623	0.03009	1.98932	-85.83988	11.06052	-1.53306	-32.46339	-9.88621	14.61930	-60.51480	13.87587	-3.53234	-32.33352	-3.94308	-0.50484	-60.93522	-7.71763	7.84739	-44.07060	-1.59207	6.27742	-38.31374	8.65339	-2.34271	-22.11094	-11.75471	5.90608	-21.46797	6.66930	23.81952	-22.22083	-4.92049	-8.92450	-18.75888	45.10500	3.90611	-86.11669	56.01206	-20.64516	64.87857	53.69283	17.57567	-88.79353	50.61132	-25.17165	62.63562
